,tweet,text_clean,clean2,text_preprocessed,sentiment,alt
58,"Asy'ari Usman;
""Kata-kata kunci visi tambahan itu adalah melanjutkan kebijakan dan cara-cara kerja Jokowi. Singkatnya, visi dan program Prabowo adalah seratus persen visi dan program Jokowi""
-
Prabowo Masalalu, Anies Masa Depan, Ganjar masa iya?🤣🤣 https://t.co/qglANauozq","asy ' ari usman ; "" kata - kata kunci visi tambahan itu adalah melanjutkan kebijakan dan cara - cara kerja jokowi . singkatnya , visi dan program prabowo adalah seratus persen visi dan program jokowi "" - prabowo masalalu , anies masa depan , ganjar masa iya ? rollingonthefloorlaughing rollingonthefloorlaughing ","asy ' ari usman ;   "" kata - kata kunci visi tambahan itu adalah melanjutkan kebijakan dan cara - cara kerja jokowi .  singkatnya ,  visi dan program prabowo adalah seratus persen visi dan program jokowi ""   -  prabowo masalalu ,  anies masa depan ,  ganjar masa iya ? ","['asy', ""'"", 'ari', 'usman', ';', '``', 'kata', '-', 'kata', 'kunci', 'visi', 'tambahan', 'itu', 'adalah', 'melanjutkan', 'kebijakan', 'dan', 'cara', '-', 'cara', 'kerja', 'jokowi', '.', 'singkatnya', ',', 'visi', 'dan', 'program', 'prabowo', 'adalah', 'seratus', 'persen', 'visi', 'dan', 'program', 'jokowi', '``', '-', 'prabowo', 'masalalu', ',', 'anies', 'masa', 'depan', ',', 'ganjar', 'masa', 'iya', '?', 'rollingonthefloorlaughing', 'rollingonthefloorlaughing']",Neutral,Neutral
59,Prabowo Anggap Anies dan Ganjar Bukan Lawan jika Bertarung di Pilpres 2024 - SINDOnews Nasional #Prabowo #BangkitBersama https://t.co/oiJvqJZn9G,prabowo anggap anies dan ganjar bukan lawan jika bertarung di pilpres - sindonews nasional,prabowo anggap anies dan ganjar bukan lawan jika bertarung di pilpres   -  sindonews nasional,"['prabowo', 'anggap', 'anies', 'dan', 'ganjar', 'bukan', 'lawan', 'jika', 'bertarung', 'di', 'pilpres', '-', 'sindonews', 'nasional']",Neutral,Neutral
60,"Putaran pertama Ganjar vs Prabowo, Anies sulit lolos di putaran pertama","putaran pertama ganjar vs prabowo , anies sulit lolos di putaran pertama","putaran pertama ganjar vs prabowo ,  anies sulit lolos di putaran pertama","['putaran', 'pertama', 'ganjar', 'vs', 'prabowo', ',', 'anies', 'sulit', 'lolos', 'di', 'putaran', 'pertama']",Neutral,Neutral
61,"Hasil Survei LSI: Prabowo Subianto Tetap Unggul dalam Bursa Capres Potensial, Ganjar dan Anies Menyusul!
#prabowokita
https://t.co/qYV6v20onr","hasil survei lsi : prabowo subianto tetap unggul dalam bursa capres potensial , ganjar dan anies menyusul ","hasil survei lsi :  prabowo subianto tetap unggul dalam bursa capres potensial ,  ganjar dan anies menyusul !","['hasil', 'survei', 'lsi', ':', 'prabowo', 'subianto', 'tetap', 'unggul', 'dalam', 'bursa', 'capres', 'potensial', ',', 'ganjar', 'dan', 'anies', 'menyusul']",Neutral,Neutral
62,"Secara prestasi dan rekam jejak @ganjarpranowo sulit dikalahkan. Prabowo sudah berkali2 kalah, mau dipromo dan dipoles spt apapun berat, belum lagi tersandera sejarah 98. Anies...rekam jejak tak ada yg ngejual. Lawan berat Ganjar bukan capresnya tapi politik jual agama.","secara prestasi dan rekam jejak sulit dikalahkan . prabowo sudah berkali kalah , mau dipromo dan dipoles seperti apapun berat , belum lagi tersandera sejarah . anies . . . rekam jejak tak ada yang ngejual . lawan berat ganjar bukan capresnya tapi politik jual agama .","secara prestasi dan rekam jejak  sulit dikalahkan .  prabowo sudah berkali kalah ,  mau dipromo dan dipoles spt apapun berat ,  belum lagi tersandera sejarah  .  anies .  .  . rekam jejak tak ada yg ngejual .  lawan berat ganjar bukan capresnya tapi politik jual agama .","['secara', 'prestasi', 'dan', 'rekam', 'jejak', 'sulit', 'dikalahkan', '.', 'prabowo', 'sudah', 'berkali', 'kalah', ',', 'mau', 'dipromo', 'dan', 'dipoles', 'seperti', 'apapun', 'berat', ',', 'belum', 'lagi', 'tersandera', 'sejarah', '.', 'anies', '.', '.', '.', 'rekam', 'jejak', 'tak', 'ada', 'yang', 'ngejual', '.', 'lawan', 'berat', 'ganjar', 'bukan', 'capresnya', 'tapi', 'politik', 'jual', 'agama', '.']",Negative,Negative
63,"Siapa Calon Presiden 2024 Pilihan Anda
- 1. PRABOWO SUBIANTO - 7.6%
- 3. ANIES BASWEDAN - 46%
- 2. GANJAR PRANOWO - 46.6%

Total Votes : 100658 

 Berikan vote anda, klik link 
 https://t.co/ENROtF9wxE 

Tolong retweet dan mention teman-temanmu ya. Terima kasih","siapa calon presiden pilihan anda - . prabowo subianto - . % - . anies baswedan - % - . ganjar pranowo - . % total votes : berikan vote anda , klik link tolong retweet dan mention teman - temanmu ya . terima kasih","siapa calon presiden  pilihan anda  -   .  prabowo subianto  -   .  %   -   .  anies baswedan  -   %   -   .  ganjar pranowo  -   .  %   total votes  :      berikan vote anda ,  klik link      tolong retweet dan mention teman - temanmu ya .  terima kasih","['siapa', 'calon', 'presiden', 'pilihan', 'anda', '-', '.', 'prabowo', 'subianto', '-', '.', '%', '-', '.', 'anies', 'baswedan', '-', '%', '-', '.', 'ganjar', 'pranowo', '-', '.', '%', 'total', 'votes', ':', 'berikan', 'vote', 'anda', ',', 'klik', 'link', 'tolong', 'retweet', 'dan', 'mention', 'teman', '-', 'temanmu', 'ya', '.', 'terima', 'kasih']",Neutral,Neutral
64,"@Dahnilanzar Gerbong kosong d bawa k Ganjar ,,mayoritas suara PPP akar bawah antara k Prabowo dan anies","gerbong kosong di bawa ke ganjar , , mayoritas suara ppp akar bawah antara ke prabowo dan anies","gerbong kosong d bawa k ganjar  ,  , mayoritas suara ppp akar bawah antara k prabowo dan anies","['gerbong', 'kosong', 'di', 'bawa', 'ke', 'ganjar', ',', ',', 'mayoritas', 'suara', 'p', 'akar', 'bawah', 'antara', 'ke', 'prabowo', 'dan', 'anies']",Neutral,Neutral
65,Zodiak Ganjar Pranowo Vs Zodiak Prabowo Subianto Subianto Vs Zodiak Anies Baswedan - Tagar News #Prabowo #BangkitBersama https://t.co/ha61kzZAfS,zodiak ganjar pranowo vs zodiak prabowo subianto subianto vs zodiak anies baswedan - tagar news,zodiak ganjar pranowo vs zodiak prabowo subianto subianto vs zodiak anies baswedan  -  tagar news,"['zodiak', 'ganjar', 'pranowo', 'vs', 'zodiak', 'prabowo', 'subianto', 'subianto', 'vs', 'zodiak', 'anies', 'baswedan', '-', 'tagar', 'news']",Neutral,Neutral
66,"@CNNIndonesia Di survei LSI Denny JA,, Anies selalu di prediksi bakal keok..???

Tp di sisi lain, ada yg lagi sibuk menyatukan Prabowo &amp; Ganjar untuk mengalahkan Anies.. 🫣😛

Aneh tp nyata","di survei lsi denny saja , , anies selalu di prediksi bakal keok . . ? ? ? tapi di sisi lain , ada yang lagi sibuk menyatukan prabowo & amp ; ganjar untuk mengalahkan anies . .  facewithtongue aneh tapi nyata","di survei lsi denny ja ,  ,  anies selalu di prediksi bakal keok .  .  ?  ?  ?   tp di sisi lain ,  ada yg lagi sibuk menyatukan prabowo  & amp ;  ganjar untuk mengalahkan anies .  .    aneh tp nyata","['di', 'survei', 'lsi', 'denny', 'saja', ',', ',', 'anies', 'selalu', 'di', 'prediksi', 'bakal', 'keok', '.', '.', '?', '?', '?', 'tapi', 'di', 'sisi', 'lain', ',', 'ada', 'yang', 'lagi', 'sibuk', 'menyatukan', 'prabowo', '&', 'amp', ';', 'ganjar', 'untuk', 'mengalahkan', 'anies', '.', '.', 'facewithtongue', 'aneh', 'tapi', 'nyata']",Neutral,Neutral
67,"Ini pemikiran Pak @prabowo.
Kalau Ganjar atau Anies, bagaimana??

Sudah adakah gagasan terkait dengan sistem ekonomi Indonesia?","ini pemikiran pak . kalau ganjar atau anies , bagaimana ? ? sudah adakah gagasan terkait dengan sistem ekonomi indonesia ?","ini pemikiran pak  .  kalau ganjar atau anies ,  bagaimana ?  ?   sudah adakah gagasan terkait dengan sistem ekonomi indonesia ?","['ini', 'pemikiran', 'pak', '.', 'kalau', 'ganjar', 'atau', 'anies', ',', 'bagaimana', '?', '?', 'sudah', 'adakah', 'gagasan', 'terkait', 'dengan', 'sistem', 'ekonomi', 'indonesia', '?']",Neutral,Neutral
68,@Mdy_Asmara1701 Ada Ganjar ada Prabowo ada Anies.. yg dibahas Anies mulu. Kenapa ya? Sehancur itukah rekam jejak Anies 😁?  Sebegitu mengancamnya kah pendukung Anies yg kebanyakan dari PKS yg hanya 8 persen? Mungkin ini balasan atas kenyinyiran mereka terhadap Jokowi?, asmara ada ganjar ada prabowo ada anies . . yang dibahas anies mulu . kenapa ya ? sehancur itukah rekam jejak anies beamingfacewithsmilingeyes ? sebegitu mengancamnya kah pendukung anies yang kebanyakan dari pks yang hanya persen ? mungkin ini balasan atas kenyinyiran mereka terhadap jokowi ?,_ asmara ada ganjar ada prabowo ada anies .  .  yg dibahas anies mulu .  kenapa ya ?  sehancur itukah rekam jejak anies  ?   sebegitu mengancamnya kah pendukung anies yg kebanyakan dari pks yg hanya  persen ?  mungkin ini balasan atas kenyinyiran mereka terhadap jokowi ?,"['asmara', 'ada', 'ganjar', 'ada', 'prabowo', 'ada', 'anies', '.', '.', 'yang', 'dibahas', 'anies', 'mulu', '.', 'kenapa', 'ya', '?', 'sehancur', 'itukah', 'rekam', 'jejak', 'anies', 'beamingfacewithsmilingeyes', '?', 'sebegitu', 'mengancamnya', 'kah', 'pendukung', 'anies', 'yang', 'kebanyakan', 'dari', 'pks', 'yang', 'hanya', 'persen', '?', 'mungkin', 'ini', 'balasan', 'atas', 'kenyinyiran', 'mereka', 'terhadap', 'jokowi', '?']",Negative,Neutral
69,"Soal kt pak Jokowi akan cawe-cawe, apkah ini bcanda apa serius? tp smoga hanya bcanda.

Jk serius, artinya tdk ada lg etika politik pd pimpinan &amp; pejabat. Ini akan menjd preseden buruk.

Apa jdnya jk Anies, Prabowo, Ganjar atau siapapun jd Presiden akan berbuat sama cawe-cawe!🤦‍♂️","soal kita pak jokowi akan cawe - cawe , apkah ini bcanda apa serius ? tapi semoga hanya bcanda . jika serius , artinya tidak ada lagi etika politik pada pimpinan & amp ; pejabat . ini akan menjd preseden buruk . apa jdnya jika anies , prabowo , ganjar atau siapapun jadi presiden akan berbuat sama cawe - cawe manfacepalming ","soal kt pak jokowi akan cawe - cawe ,  apkah ini bcanda apa serius ?  tp smoga hanya bcanda .   jk serius ,  artinya tdk ada lg etika politik pd pimpinan  & amp ;  pejabat .  ini akan menjd preseden buruk .   apa jdnya jk anies ,  prabowo ,  ganjar atau siapapun jd presiden akan berbuat sama cawe - cawe ! ","['soal', 'kita', 'pak', 'jokowi', 'akan', 'cawe', '-', 'cawe', ',', 'apkah', 'ini', 'bcanda', 'apa', 'serius', '?', 'tapi', 'semoga', 'hanya', 'bcanda', '.', 'jika', 'serius', ',', 'artinya', 'tidak', 'ada', 'lagi', 'etika', 'politik', 'pada', 'pimpinan', '&', 'amp', ';', 'pejabat', '.', 'ini', 'akan', 'menjd', 'preseden', 'buruk', '.', 'apa', 'jdnya', 'jika', 'anies', ',', 'prabowo', ',', 'ganjar', 'atau', 'siapapun', 'jadi', 'presiden', 'akan', 'berbuat', 'sama', 'cawe', '-', 'cawe', 'manfacepalming']",Negative,Neutral
70,"Mmenurut LSI
Prabowo Unggul di 3 Provinsi,
Ganjar ungggul di 2 Provinsi,
Apakah Provinsi yg lain sekitar diMENANGKAN @anies","mmenurut lsi prabowo unggul di provinsi , ganjar ungggul di provinsi , apakah provinsi yang lain sekitar dimenangkan","mmenurut lsi prabowo unggul di  provinsi ,  ganjar ungggul di  provinsi ,  apakah provinsi yg lain sekitar dimenangkan","['mmenurut', 'lsi', 'prabowo', 'unggul', 'di', 'provinsi', ',', 'ganjar', 'ungggul', 'di', 'provinsi', ',', 'apakah', 'provinsi', 'yang', 'lain', 'sekitar', 'dimenangkan']",Neutral,Neutral
71,"Salah pak, yang bener ini:
1. Ganjar Pranowo 0%
2. Prabowo Subianto 0%
3. Anies Baswedan 100%
4. Airlangga Hartarto 0%","salah pak , yang benar ini : . ganjar pranowo % . prabowo subianto % . anies baswedan % . airlangga hartarto %","salah pak ,  yang bener ini :   .  ganjar pranowo  %   .  prabowo subianto  %   .  anies baswedan  %   .  airlangga hartarto  %","['salah', 'pak', ',', 'yang', 'benar', 'ini', ':', '.', 'ganjar', 'pranowo', '%', '.', 'prabowo', 'subianto', '%', '.', 'anies', 'baswedan', '%', '.', 'airlangga', 'hartarto', '%']",Neutral,Neutral
72,"tanggung pak, sekalian aja
Anies 99,97%
Prabowo 0,001%
Ganjar 0,001%.","tanggung pak , sekalian saja anies , % prabowo , % ganjar , % .","tanggung pak ,  sekalian aja anies  ,  %  prabowo  ,  %  ganjar  ,  %  .","['tanggung', 'pak', ',', 'sekalian', 'saja', 'anies', ',', '%', 'prabowo', ',', '%', 'ganjar', ',', '%', '.']",Negative,Neutral
73,"Survei terbaru Populi Center memetakan akseptabilitas tiga bakal calon presiden (capres) Pemilu 2024 di mata publik.

Berikut persentase akseptabilitas Prabowo, Ganjar, dan Anies di mata publik menurut survei Populi Center: https://t.co/hgq3LCH21s","survei terbaru populi center memetakan akseptabilitas tiga bakal calon presiden ( capres ) pemilu di mata publik . berikut persentase akseptabilitas prabowo , ganjar , dan anies di mata publik menurut survei populi center :","survei terbaru populi center memetakan akseptabilitas tiga bakal calon presiden  ( capres )  pemilu  di mata publik .   berikut persentase akseptabilitas prabowo ,  ganjar ,  dan anies di mata publik menurut survei populi center :","['survei', 'terbaru', 'populi', 'center', 'memetakan', 'akseptabilitas', 'tiga', 'bakal', 'calon', 'presiden', '(', 'capres', ')', 'pemilu', 'di', 'mata', 'publik', '.', 'berikut', 'persentase', 'akseptabilitas', 'prabowo', ',', 'ganjar', ',', 'dan', 'anies', 'di', 'mata', 'publik', 'menurut', 'survei', 'populi', 'center', ':']",Neutral,Neutral
74,". . dgn usiaku yg sdh✌🏻senja ini 🥺🤲🏻
. . temanku, ya suara hati ku 😔🙇🏼‍♀

ikut tagar
kristen muhamadiyah cawe cawe jokowi presiden prabowo Anies Ganjar capres mei coldplay https://t.co/YnGC1r41ma",". . dengan usiaku yang sudah victoryhandlightskintone senja ini pleadingface palmsuptogetherlightskintone . . temanku , ya suara hati ku pensiveface personbowingmedium-lightskintone  ikut tagar kristen muhamadiyah cawe cawe jokowi presiden prabowo anies ganjar capres mei coldplay",".   .  dgn usiaku yg sdhsenja ini   .   .  temanku ,  ya suara hati ku   ikut tagar kristen muhamadiyah cawe cawe jokowi presiden prabowo anies ganjar capres mei coldplay","['.', '.', 'dengan', 'usiaku', 'yang', 'sudah', 'victoryhandlightskintone', 'senja', 'ini', 'pleadingface', 'palmsuptogetherlightskintone', '.', '.', 'temanku', ',', 'ya', 'suara', 'hati', 'ku', 'pensiveface', 'personbowingmedium-lightskintone', 'ikut', 'tagar', 'kristen', 'muhamadiyah', 'cawe', 'cawe', 'jokowi', 'presiden', 'prabowo', 'anies', 'ganjar', 'capres', 'mei', 'coldplay']",Negative,Neutral
75,"@Gerindra @fadlizon LSI Prabowo yg tertinggi ,SMRC Ganjar paling tinggi ,polling terbuka Anies 90 %","lsi prabowo yang tertinggi , smrc ganjar paling tinggi , polling terbuka anies %","lsi prabowo yg tertinggi  , smrc ganjar paling tinggi  , polling terbuka anies   %","['lsi', 'prabowo', 'yang', 'tertinggi', ',', 'smrc', 'ganjar', 'paling', 'tinggi', ',', 'polling', 'terbuka', 'anies', '%']",Neutral,Neutral
76,"Lihat Pak Prabowo yang mengubah Strateginya, akhirnya:
Ganjar-Prabowo Saling Salip, Anies Terus Merosot","lihat pak prabowo yang mengubah strateginya , akhirnya : ganjar - prabowo saling salip , anies terus merosot","lihat pak prabowo yang mengubah strateginya ,  akhirnya :  ganjar - prabowo saling salip ,  anies terus merosot","['lihat', 'pak', 'prabowo', 'yang', 'mengubah', 'strateginya', ',', 'akhirnya', ':', 'ganjar', '-', 'prabowo', 'saling', 'salip', ',', 'anies', 'terus', 'merosot']",Neutral,Neutral
77,Zodiak Ganjar Pranowo Vs Zodiak Prabowo Subianto Vs Zodiak Anies Baswedan - Tagar News #Prabowo #BangkitBersama https://t.co/lsRuksSTdv,zodiak ganjar pranowo vs zodiak prabowo subianto vs zodiak anies baswedan - tagar news,zodiak ganjar pranowo vs zodiak prabowo subianto vs zodiak anies baswedan  -  tagar news,"['zodiak', 'ganjar', 'pranowo', 'vs', 'zodiak', 'prabowo', 'subianto', 'vs', 'zodiak', 'anies', 'baswedan', '-', 'tagar', 'news']",Neutral,Neutral
78,"@KompasTV 4 paslon:
Prabowo Imin,
Airlangga Zulhas, Ganjar Sandiaga/Erick dan Anies Ahy. 
Lebih demokratis dari 3 paslon, kalau 2 paslon pasti terjadi pembelahan spt 2014 dan 2019.

#4paslonlebihdemokratis!","paslon : prabowo imin , airlangga zulhas , ganjar sandiaga / erick dan anies ahy . lebih demokratis dari paslon , kalau paslon pasti terjadi pembelahan seperti dan . ","paslon :  prabowo imin ,  airlangga zulhas ,  ganjar sandiaga / erick dan anies ahy .   lebih demokratis dari  paslon ,  kalau  paslon pasti terjadi pembelahan spt  dan  .    !","['paslon', ':', 'prabowo', 'imin', ',', 'airlangga', 'zulhas', ',', 'ganjar', 'sandiaga', '/', 'erick', 'dan', 'anies', 'ahy', '.', 'lebih', 'demokratis', 'dari', 'paslon', ',', 'kalau', 'paslon', 'pasti', 'terjadi', 'pembelahan', 'seperti', 'dan', '.']",Neutral,Neutral
79,"@democrazymedia Prabowo Masa Lalu
Anies Masa Depan
Ganjar Masa bodo",prabowo masa lalu anies masa depan ganjar masa bodo,prabowo masa lalu anies masa depan ganjar masa bodo,"['prabowo', 'masa', 'lalu', 'anies', 'masa', 'depan', 'ganjar', 'masa', 'bodo']",Neutral,Neutral
80,"@Heri73032637 @StefanAntonio__ @gibran_tweet Gimana jadinya BILA pelaku nya justru datang dari teman kalian sendiri ?

Kan selama ini pendukung Ganjar berhari hari ngamuk ke @gibran_tweet soal relawan gibran dukung Prabowo

Jadi jangan cuci tangan ingin arahkan telunjuk ke pendukung Anies", tweet bagaimana jadinya bila pelaku nya justru datang dari teman kalian sendiri ? kan selama ini pendukung ganjar berhari hari ngamuk ke tweet soal relawan gibran dukung prabowo jadi jangan cuci tangan ingin arahkan telunjuk ke pendukung anies,_  _   _ tweet gimana jadinya bila pelaku nya justru datang dari teman kalian sendiri  ?   kan selama ini pendukung ganjar berhari hari ngamuk ke  _ tweet soal relawan gibran dukung prabowo  jadi jangan cuci tangan ingin arahkan telunjuk ke pendukung anies,"['tweet', 'bagaimana', 'jadinya', 'bila', 'pelaku', 'nya', 'justru', 'datang', 'dari', 'teman', 'kalian', 'sendiri', '?', 'kan', 'selama', 'ini', 'pendukung', 'ganjar', 'berhari', 'hari', 'ngamuk', 'ke', 'tweet', 'soal', 'relawan', 'gibran', 'dukung', 'prabowo', 'jadi', 'jangan', 'cuci', 'tangan', 'ingin', 'arahkan', 'telunjuk', 'ke', 'pendukung', 'anies']",Negative,Neutral
81,"'Prabowo Masa Lalu, Anies Masa Depan, Ganjar Masa Iya?'
https://t.co/kCVkVmuuqj","' prabowo masa lalu , anies masa depan , ganjar masa iya ? '","' prabowo masa lalu ,  anies masa depan ,  ganjar masa iya ?  '","[""'"", 'prabowo', 'masa', 'lalu', ',', 'anies', 'masa', 'depan', ',', 'ganjar', 'masa', 'iya', '?', ""'""]",Neutral,Neutral
82,"Saatnya perubahan  !!

'Prabowo Masa Lalu, Anies Masa Depan, Ganjar Masa Iya?'

 https://t.co/ANF2rSeUZo https://t.co/GKuewTUGXm","saatnya perubahan ' prabowo masa lalu , anies masa depan , ganjar masa iya ? '","saatnya perubahan   !  !    ' prabowo masa lalu ,  anies masa depan ,  ganjar masa iya ?  '","['saatnya', 'perubahan', ""'"", 'prabowo', 'masa', 'lalu', ',', 'anies', 'masa', 'depan', ',', 'ganjar', 'masa', 'iya', '?', ""'""]",Neutral,Neutral
83,"@AgusSet40168454 @MadiBros @tvOneNews Pak Giring emang belum pada kapasitas jadi Presiden. 
Lawan nya Pak Anies adalah Pak Prabowo dan Pak Ganjar...
Kenapa Anda ke Giring ya??😅😅
Maksudnya gimana??",pak giring memang belum pada kapasitas jadi presiden . lawan nya pak anies adalah pak prabowo dan pak ganjar . . . kenapa anda ke giring ya ? ? grinningfacewithsweat grinningfacewithsweat maksudnya bagaimana ? ?,pak giring emang belum pada kapasitas jadi presiden .   lawan nya pak anies adalah pak prabowo dan pak ganjar .  .  .  kenapa anda ke giring ya ?  ?  maksudnya gimana ?  ?,"['pak', 'giring', 'memang', 'belum', 'pada', 'kapasitas', 'jadi', 'presiden', '.', 'lawan', 'nya', 'pak', 'anies', 'adalah', 'pak', 'prabowo', 'dan', 'pak', 'ganjar', '.', '.', '.', 'kenapa', 'anda', 'ke', 'giring', 'ya', '?', '?', 'grinningfacewithsweat', 'grinningfacewithsweat', 'maksudnya', 'bagaimana', '?', '?']",Negative,Neutral
84,"@PDemokrat Siapapun cawapres Anies, kalo Prabowo dan Ganjar juga memiliki cawapres yg bagus, Anies tetap sulit akan memenangi konstelasi ini","siapapun cawapres anies , kalo prabowo dan ganjar juga memiliki cawapres yang bagus , anies tetap sulit akan memenangi konstelasi ini","siapapun cawapres anies ,  kalo prabowo dan ganjar juga memiliki cawapres yg bagus ,  anies tetap sulit akan memenangi konstelasi ini","['siapapun', 'cawapres', 'anies', ',', 'kalo', 'prabowo', 'dan', 'ganjar', 'juga', 'memiliki', 'cawapres', 'yang', 'bagus', ',', 'anies', 'tetap', 'sulit', 'akan', 'memenangi', 'konstelasi', 'ini']",Neutral,Neutral
85,"Survei Populi Center: Prabowo Dinilai Paling Tegas, Ganjar Toleran, Anies Agamis - https://t.co/tMf4E35WAj #Prabowo #BangkitBersama https://t.co/gD1usIkXMv","survei populi center : prabowo dinilai paling tegas , ganjar toleran , anies agamis -","survei populi center :  prabowo dinilai paling tegas ,  ganjar toleran ,  anies agamis  -","['survei', 'populi', 'center', ':', 'prabowo', 'dinilai', 'paling', 'tegas', ',', 'ganjar', 'toleran', ',', 'anies', 'agamis', '-']",Neutral,Neutral
86,"Siapa Calon Presiden 2024 Pilihan Anda
- 1. PRABOWO SUBIANTO - 7.6%
- 3. ANIES BASWEDAN - 46.2%
- 2. GANJAR PRANOWO - 46.2%

Total Votes : 97609 

 Berikan vote anda, klik link 
 https://t.co/PCroNb5ZDJ 

Tolong retweet ya. Terima kasih","siapa calon presiden pilihan anda - . prabowo subianto - . % - . anies baswedan - . % - . ganjar pranowo - . % total votes : berikan vote anda , klik link tolong retweet ya . terima kasih","siapa calon presiden  pilihan anda  -   .  prabowo subianto  -   .  %   -   .  anies baswedan  -   .  %   -   .  ganjar pranowo  -   .  %   total votes  :      berikan vote anda ,  klik link      tolong retweet ya .  terima kasih","['siapa', 'calon', 'presiden', 'pilihan', 'anda', '-', '.', 'prabowo', 'subianto', '-', '.', '%', '-', '.', 'anies', 'baswedan', '-', '.', '%', '-', '.', 'ganjar', 'pranowo', '-', '.', '%', 'total', 'votes', ':', 'berikan', 'vote', 'anda', ',', 'klik', 'link', 'tolong', 'retweet', 'ya', '.', 'terima', 'kasih']",Neutral,Neutral
87,"😔😔🌸

kristen muhamadiyah cawe cawe jokowi presiden prabowo Anies Ganjar capres mei coldplay https://t.co/OCt3JhO08O", pensiveface pensiveface cherryblossom kristen muhamadiyah cawe cawe jokowi presiden prabowo anies ganjar capres mei coldplay,  kristen muhamadiyah cawe cawe jokowi presiden prabowo anies ganjar capres mei coldplay,"['pensiveface', 'pensiveface', 'cherryblossom', 'kristen', 'muhamadiyah', 'cawe', 'cawe', 'jokowi', 'presiden', 'prabowo', 'anies', 'ganjar', 'capres', 'mei', 'coldplay']",Neutral,Neutral
88,"Hehehe  cawe cawe.. untuk kepentingan negara, benarkah ??
Bukankah untuk  kepentingan golongan dan benarkah akan netral =mendukung ganjar dan prabowo  tetapi menyingkirkan ANIES karena benci.","hehehe cawe cawe . . untuk kepentingan negara , benarkah ? ? bukankah untuk kepentingan golongan dan benarkah akan netral = mendukung ganjar dan prabowo tetapi menyingkirkan anies karena benci .","hehehe  cawe cawe .  .  untuk kepentingan negara ,  benarkah  ?  ?  bukankah untuk  kepentingan golongan dan benarkah akan netral  = mendukung ganjar dan prabowo  tetapi menyingkirkan anies karena benci .","['hehehe', 'cawe', 'cawe', '.', '.', 'untuk', 'kepentingan', 'negara', ',', 'benarkah', '?', '?', 'bukankah', 'untuk', 'kepentingan', 'golongan', 'dan', 'benarkah', 'akan', 'netral', '=', 'mendukung', 'ganjar', 'dan', 'prabowo', 'tetapi', 'menyingkirkan', 'anies', 'karena', 'benci', '.']",Negative,Neutral
89,"https://t.co/pJ0u8sBDXF

Pemilih Gerindra ke Prabowo sebesar 81,3%, pemilih PDIP ke Ganjar itu 69,7%. Kemudian pemilih NasDem ke Anies itu 58,5%."" 

Kemudian, Prabowo diprediksi bakal unggul di pemilih Partai Golkar, PKB, dan PPP. Sedangkan Ganjar hanya unggul di pemilih PDIP.","pemilih gerindra ke prabowo sebesar , % , pemilih pdip ke ganjar itu , % . kemudian pemilih nasdem ke anies itu , % . "" kemudian , prabowo diprediksi bakal unggul di pemilih partai golkar , pkb , dan ppp . sedangkan ganjar hanya unggul di pemilih pdip .","pemilih gerindra ke prabowo sebesar  ,  %  ,  pemilih pdip ke ganjar itu  ,  %  .  kemudian pemilih nasdem ke anies itu  ,  %  .  ""    kemudian ,  prabowo diprediksi bakal unggul di pemilih partai golkar ,  pkb ,  dan ppp .  sedangkan ganjar hanya unggul di pemilih pdip .","['pemilih', 'gerindra', 'ke', 'prabowo', 'sebesar', ',', '%', ',', 'pemilih', 'pdip', 'ke', 'ganjar', 'itu', ',', '%', '.', 'kemudian', 'pemilih', 'nasdem', 'ke', 'anies', 'itu', ',', '%', '.', '``', 'kemudian', ',', 'prabowo', 'diprediksi', 'bakal', 'unggul', 'di', 'pemilih', 'partai', 'golkar', ',', 'pkb', ',', 'dan', 'p', '.', 'sedangkan', 'ganjar', 'hanya', 'unggul', 'di', 'pemilih', 'pdip', '.']",Neutral,Neutral
90,"Siapa Calon Presiden 2024 Pilihan Anda
- 1. PRABOWO SUBIANTO - 7.6%
- 3. ANIES BASWEDAN - 46.3%
- 2. GANJAR PRANOWO - 46.1%

Total Votes : 97153 

 Berikan vote anda, klik link 
 https://t.co/KcPF2sVbyO 

Tolong retweet dan mention teman-temanmu ya. Terima kasih","siapa calon presiden pilihan anda - . prabowo subianto - . % - . anies baswedan - . % - . ganjar pranowo - . % total votes : berikan vote anda , klik link tolong retweet dan mention teman - temanmu ya . terima kasih","siapa calon presiden  pilihan anda  -   .  prabowo subianto  -   .  %   -   .  anies baswedan  -   .  %   -   .  ganjar pranowo  -   .  %   total votes  :      berikan vote anda ,  klik link      tolong retweet dan mention teman - temanmu ya .  terima kasih","['siapa', 'calon', 'presiden', 'pilihan', 'anda', '-', '.', 'prabowo', 'subianto', '-', '.', '%', '-', '.', 'anies', 'baswedan', '-', '.', '%', '-', '.', 'ganjar', 'pranowo', '-', '.', '%', 'total', 'votes', ':', 'berikan', 'vote', 'anda', ',', 'klik', 'link', 'tolong', 'retweet', 'dan', 'mention', 'teman', '-', 'temanmu', 'ya', '.', 'terima', 'kasih']",Neutral,Neutral
