,content,text_clean,casefolding,emojis,alay,tokenizing,elongation,sentiment,alt
54,Terimakasih .Ganjar Pranowo sudah resmi jadi Capres 2024 . F.X .Rudi sudah sejak awal berjuang supaya Ganjar Pranowo jadi Capres 2024 .<br>Terimakasih .Puji Tuhan .<br>Kita doakan terus sampai menjadi Presiden . <br>Salam NKRI . SALAM PANCASILA .<br>TUHAN MEMBERKATI .,Terimakasih  Ganjar Pranowo sudah resmi jadi Capres    F X  Rudi sudah sejak awal berjuang supaya Ganjar Pranowo jadi Capres    br Terimakasih  Puji Tuhan   br Kita doakan terus sampai menjadi Presiden    br Salam NKRI   SALAM PANCASILA   br TUHAN MEMBERKATI,terimakasih  ganjar pranowo sudah resmi jadi capres    f x  rudi sudah sejak awal berjuang supaya ganjar pranowo jadi capres    br terimakasih  puji tuhan   br kita doakan terus sampai menjadi presiden    br salam nkri   salam pancasila   br tuhan memberkati,terimakasih ganjar pranowo sudah resmi jadi capres f x rudi sudah sejak awal berjuang supaya ganjar pranowo jadi capres br terimakasih puji tuhan br kita doakan terus sampai menjadi presiden br salam nkri salam pancasila br tuhan memberkati,terimakasih ganjar pranowo sudah resmi jadi capres f kali rudi sudah sejak awal berjuang supaya ganjar pranowo jadi capres baru terimakasih puji tuhan baru kita doakan terus sampai menjadi presiden baru salam nkri salam pancasila baru tuhan memberkati,"['terimakasih', 'ganjar', 'pranowo', 'sudah', 'resmi', 'jadi', 'capres', 'f', 'kali', 'rudi', 'sudah', 'sejak', 'awal', 'berjuang', 'supaya', 'ganjar', 'pranowo', 'jadi', 'capres', 'baru', 'terimakasih', 'puji', 'tuhan', 'baru', 'kita', 'doakan', 'terus', 'sampai', 'menjadi', 'presiden', 'baru', 'salam', 'nkri', 'salam', 'pancasila', 'baru', 'tuhan', 'memberkati']","['terimakasih', 'ganjar', 'pranowo', 'sudah', 'resmi', 'jadi', 'capres', 'f', 'kali', 'rudi', 'sudah', 'sejak', 'awal', 'berjuang', 'supaya', 'ganjar', 'pranowo', 'jadi', 'capres', 'baru', 'terimakasih', 'puji', 'tuhan', 'baru', 'kita', 'doakan', 'terus', 'sampai', 'menjadi', 'presiden', 'baru', 'salam', 'nkri', 'salam', 'pancasila', 'baru', 'tuhan', 'memberkati']",Neutral,Neutral
55,"Wkwkwkw... masih aja pake kata kata petugas partai.... ingat lho pak ganjar, sebagai petugas partai lho ya. Bukan pemilik atau anak pemilik lho ya...",Wkwkwkw    masih aja pake kata kata petugas partai     ingat lho pak ganjar  sebagai petugas partai lho ya  Bukan pemilik atau anak pemilik lho ya,wkwkwkw    masih aja pake kata kata petugas partai     ingat lho pak ganjar  sebagai petugas partai lho ya  bukan pemilik atau anak pemilik lho ya,wkwkwkw masih aja pake kata kata petugas partai ingat lho pak ganjar sebagai petugas partai lho ya bukan pemilik atau anak pemilik lho ya,wkwkwkw masih saja pakai kata kata petugas partai ingat lho pak ganjar sebagai petugas partai lho ya bukan pemilik atau anak pemilik lho ya,"['wkwkwkw', 'masih', 'saja', 'pakai', 'kata', 'kata', 'petugas', 'partai', 'ingat', 'lho', 'pak', 'ganjar', 'sebagai', 'petugas', 'partai', 'lho', 'ya', 'bukan', 'pemilik', 'atau', 'anak', 'pemilik', 'lho', 'ya']","['wkwkwkw', 'masih', 'saja', 'pakai', 'kata', 'kata', 'petugas', 'partai', 'ingat', 'lho', 'pak', 'ganjar', 'sebagai', 'petugas', 'partai', 'lho', 'ya', 'bukan', 'pemilik', 'atau', 'anak', 'pemilik', 'lho', 'ya']",Negative,Neutral
56,"Pak Ganjar yg merakyat, cocoknya sama kang Emil yg suka membangun... Pas itu..",Pak Ganjar yg merakyat  cocoknya sama kang Emil yg suka membangun    Pas itu,pak ganjar yg merakyat  cocoknya sama kang emil yg suka membangun    pas itu,pak ganjar yg merakyat cocoknya sama kang emil yg suka membangun pas itu,pak ganjar yang merakyat cocoknya sama kang emil yang suka membangun pas itu,"['pak', 'ganjar', 'yang', 'merakyat', 'cocoknya', 'sama', 'kang', 'emil', 'yang', 'suka', 'membangun', 'pas', 'itu']","['pak', 'ganjar', 'yang', 'merakyat', 'cocoknya', 'sama', 'kang', 'emil', 'yang', 'suka', 'membangun', 'pas', 'itu']",Positive,Neutral
57,Siapa yg menjadi pesident  buat baik nkri jangan sampai curang bakal hancur negara,Siapa yg menjadi pesident  buat baik nkri jangan sampai curang bakal hancur negara,siapa yg menjadi pesident  buat baik nkri jangan sampai curang bakal hancur negara,siapa yg menjadi pesident buat baik nkri jangan sampai curang bakal hancur negara,siapa yang menjadi pesident buat baik nkri jangan sampai curang bakal hancur negara,"['siapa', 'yang', 'menjadi', 'pesident', 'buat', 'baik', 'nkri', 'jangan', 'sampai', 'curang', 'bakal', 'hancur', 'negara']","['siapa', 'yang', 'menjadi', 'pesident', 'buat', 'baik', 'nkri', 'jangan', 'sampai', 'curang', 'bakal', 'hancur', 'negara']",Negative,Negative
58,Arep baraang ora tak gagaas..,Arep baraang ora tak gagaas,arep baraang ora tak gagaas,arep baraang ora tak gagaas,arep barang ora tak gagaas,"['arep', 'barang', 'ora', 'tak', 'gagaas']","['arep', 'barang', 'ora', 'tak', 'gagaas']",Negative,Neutral
59,Wowo kemana 😂😂😂😂,Wowo kemana 😂😂😂😂,wowo kemana 😂😂😂😂,wowo kemana facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy ,wowo kemana facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy ,"['wowo', 'kemana', 'facewithtearsofjoy', 'facewithtearsofjoy', 'facewithtearsofjoy', 'facewithtearsofjoy']","['wowo', 'kemana', 'facewithtearsofjoy', 'facewithtearsofjoy', 'facewithtearsofjoy', 'facewithtearsofjoy']",Positive,Neutral
60,Aihhh...petugas partai lagi...,Aihhh   petugas partai lagi,aihhh   petugas partai lagi,aihhh petugas partai lagi,aihhh petugas partai lagi,"['aihhh', 'petugas', 'partai', 'lagi']","['aih', 'petugas', 'partai', 'lagi']",Negative,Neutral
61,"Semoga dg ditetapkanya P.Ganjar Pranowo tg 21/4/23 pd bln puasa bertepatan dglahirnya R A Kartini dan turunya al qur,an bln yg penuh berkah bagi org in donesia menyertai rido rohmatn nya alloh akan membawa indone sia yg semakin maju aminnn",Semoga dg ditetapkanya P Ganjar Pranowo tg    pd bln puasa bertepatan dglahirnya R A Kartini dan turunya al qur an bln yg penuh berkah bagi org in donesia menyertai rido rohmatn nya alloh akan membawa indone sia yg semakin maju aminnn,semoga dg ditetapkanya p ganjar pranowo tg    pd bln puasa bertepatan dglahirnya r a kartini dan turunya al qur an bln yg penuh berkah bagi org in donesia menyertai rido rohmatn nya alloh akan membawa indone sia yg semakin maju aminnn,semoga dg ditetapkanya p ganjar pranowo tg pd bln puasa bertepatan dglahirnya r a kartini dan turunya al qur an bln yg penuh berkah bagi org in donesia menyertai rido rohmatn nya alloh akan membawa indone sia yg semakin maju aminnn,semoga dengan ditetapkanya p ganjar pranowo tg pada bulan puasa bertepatan dglahirnya r a kartini dan turunya al qur an bulan yang penuh berkah bagi orang ini donesia menyertai rido rohmatn nya allah akan membawa indone sia yang semakin maju amin,"['semoga', 'dengan', 'ditetapkanya', 'p', 'ganjar', 'pranowo', 'tg', 'pada', 'bulan', 'puasa', 'bertepatan', 'dglahirnya', 'r', 'a', 'kartini', 'dan', 'turunya', 'al', 'qur', 'an', 'bulan', 'yang', 'penuh', 'berkah', 'bagi', 'orang', 'ini', 'donesia', 'menyertai', 'rido', 'rohmatn', 'nya', 'allah', 'akan', 'membawa', 'indone', 'sia', 'yang', 'semakin', 'maju', 'amin']","['semoga', 'dengan', 'ditetapkanya', 'p', 'ganjar', 'pranowo', 'tg', 'pada', 'bulan', 'puasa', 'bertepatan', 'dglahirnya', 'r', 'a', 'kartini', 'dan', 'turunya', 'al', 'qur', 'an', 'bulan', 'yang', 'penuh', 'berkah', 'bagi', 'orang', 'ini', 'donesia', 'menyertai', 'rido', 'rohmatn', 'nya', 'allah', 'akan', 'membawa', 'indone', 'sia', 'yang', 'semakin', 'maju', 'amin']",Positive,Neutral
62,Banteng no,Banteng no,banteng no,banteng no,banteng no,"['banteng', 'no']","['banteng', 'no']",Negative,Neutral
63,"@ojos males pilih banteng,,,apa lagi calonx,, selalu mencampuri andukan politik dan olahraga,,,😂",males pilih banteng   apa lagi calonx   selalu mencampuri andukan politik dan olahraga   😂,males pilih banteng   apa lagi calonx   selalu mencampuri andukan politik dan olahraga   😂,males pilih banteng apa lagi calonx selalu mencampuri andukan politik dan olahraga facewithtearsofjoy ,malas pilih banteng apa lagi calonx selalu mencampuri andukan politik dan olahraga facewithtearsofjoy ,"['malas', 'pilih', 'banteng', 'apa', 'lagi', 'calonx', 'selalu', 'mencampuri', 'andukan', 'politik', 'dan', 'olahraga', 'facewithtearsofjoy']","['malas', 'pilih', 'banteng', 'apa', 'lagi', 'calonx', 'selalu', 'mencampuri', 'andukan', 'politik', 'dan', 'olahraga', 'facewithtearsofjoy']",Negative,Negative
64,Ya jadikan seorang pemimpin beragama islam yg akal sehat,Ya jadikan seorang pemimpin beragama islam yg akal sehat,ya jadikan seorang pemimpin beragama islam yg akal sehat,ya jadikan seorang pemimpin beragama islam yg akal sehat,ya jadikan seorang pemimpin beragama islam yang akal sehat,"['ya', 'jadikan', 'seorang', 'pemimpin', 'beragama', 'islam', 'yang', 'akal', 'sehat']","['ya', 'jadikan', 'seorang', 'pemimpin', 'beragama', 'islam', 'yang', 'akal', 'sehat']",Negative,Neutral
65,yamannnn klojotaannnnn wkwkwkwkwkwkwk,yamannnn klojotaannnnn wkwkwkwkwkwkwk,yamannnn klojotaannnnn wkwkwkwkwkwkwk,yamannnn klojotaannnnn wkwkwkwkwkwkwk,yamannnn klojotaannnnn wkwkwkwkwkwkwk,"['yamannnn', 'klojotaannnnn', 'wkwkwkwkwkwkwk']","['yaman', 'klojotaan', 'wkwkwkwkwkwkwk']",Neutral,Neutral
66,@ojos elo gak suka politik tapi komen dimana mana di channel politik.. kek lonte yg bilang eh.. gw masih perawan loh.. <br>wkwkwkwk,elo gak suka politik tapi komen dimana mana di channel politik   kek lonte yg bilang eh   gw masih perawan loh    br wkwkwkwk,elo gak suka politik tapi komen dimana mana di channel politik   kek lonte yg bilang eh   gw masih perawan loh    br wkwkwkwk,elo gak suka politik tapi komen dimana mana di channel politik kek lonte yg bilang eh gw masih perawan loh br wkwkwkwk,lo enggak suka politik tapi komen dimana mana di channel politik kayak lonte yang bilang eh gue masih perawan loh baru wkwkwkwk,"['lo', 'enggak', 'suka', 'politik', 'tapi', 'komen', 'dimana', 'mana', 'di', 'channel', 'politik', 'kayak', 'lonte', 'yang', 'bilang', 'eh', 'gue', 'masih', 'perawan', 'loh', 'baru', 'wkwkwkwk']","['lo', 'enggak', 'suka', 'politik', 'tapi', 'komen', 'dimana', 'mana', 'di', 'channel', 'politik', 'kayak', 'lonte', 'yang', 'bilang', 'eh', 'gue', 'masih', 'perawan', 'loh', 'baru', 'wkwkwkwk']",Negative,Negative
67,@setyo eko saya GK suka politik TPI saya anti PDIP aowkaowowkok trauma dari dlu korup tambah terus,eko saya GK suka politik TPI saya anti PDIP aowkaowowkok trauma dari dlu korup tambah terus,eko saya gk suka politik tpi saya anti pdip aowkaowowkok trauma dari dlu korup tambah terus,eko saya gk suka politik tpi saya anti pdip aowkaowowkok trauma dari dlu korup tambah terus,eko saya enggak suka politik tapi saya anti pdip aowkaowowkok trauma dari dulu korup tambah terus,"['eko', 'saya', 'enggak', 'suka', 'politik', 'tapi', 'saya', 'anti', 'pdip', 'aowkaowowkok', 'trauma', 'dari', 'dulu', 'korup', 'tambah', 'terus']","['eko', 'saya', 'enggak', 'suka', 'politik', 'tapi', 'saya', 'anti', 'pdip', 'aowkaowowkok', 'trauma', 'dari', 'dulu', 'korup', 'tambah', 'terus']",Negative,Negative
68,@ojos kadrun kemropok... wkwkwk,kadrun kemropok    wkwkwk,kadrun kemropok    wkwkwk,kadrun kemropok wkwkwk,kadrun kemropok wkwkwk,"['kadrun', 'kemropok', 'wkwkwk']","['kadrun', 'kemropok', 'wkwkwk']",Neutral,Neutral
69,MASIH. DUKUNG BANTENG?,MASIH  DUKUNG BANTENG,masih  dukung banteng,masih dukung banteng,masih dukung banteng,"['masih', 'dukung', 'banteng']","['masih', 'dukung', 'banteng']",Negative,Neutral
70,alhamdulilah indonesia dikuasai papa xi jin ping.,alhamdulilah indonesia dikuasai papa xi jin ping,alhamdulilah indonesia dikuasai papa xi jin ping,alhamdulilah indonesia dikuasai papa xi jin ping,alhamdulilah indonesia dikuasai papa xi jin ping,"['alhamdulilah', 'indonesia', 'dikuasai', 'papa', 'xi', 'jin', 'ping']","['alhamdulilah', 'indonesia', 'dikuasai', 'papa', 'xi', 'jin', 'ping']",Neutral,Neutral
71,KETIKA POWER PARTAI KALAH SAMA PEMIMPIN YANG REAL KINERJA 😂,KETIKA POWER PARTAI KALAH SAMA PEMIMPIN YANG REAL KINERJA 😂,ketika power partai kalah sama pemimpin yang real kinerja 😂,ketika power partai kalah sama pemimpin yang real kinerja facewithtearsofjoy ,ketika power partai kalah sama pemimpin yang real kinerja facewithtearsofjoy ,"['ketika', 'power', 'partai', 'kalah', 'sama', 'pemimpin', 'yang', 'real', 'kinerja', 'facewithtearsofjoy']","['ketika', 'power', 'partai', 'kalah', 'sama', 'pemimpin', 'yang', 'real', 'kinerja', 'facewithtearsofjoy']",Negative,Negative
72,klo ganjar presiden semoga tidak makmur itu korupsi..sekarang aja era jokowi korupsi subur..ganjar penerus jokowi,klo ganjar presiden semoga tidak makmur itu korupsi  sekarang aja era jokowi korupsi subur  ganjar penerus jokowi,klo ganjar presiden semoga tidak makmur itu korupsi  sekarang aja era jokowi korupsi subur  ganjar penerus jokowi,klo ganjar presiden semoga tidak makmur itu korupsi sekarang aja era jokowi korupsi subur ganjar penerus jokowi,kalo ganjar presiden semoga tidak makmur itu korupsi sekarang saja era jokowi korupsi subur ganjar penerus jokowi,"['kalo', 'ganjar', 'presiden', 'semoga', 'tidak', 'makmur', 'itu', 'korupsi', 'sekarang', 'saja', 'era', 'jokowi', 'korupsi', 'subur', 'ganjar', 'penerus', 'jokowi']","['kalo', 'ganjar', 'presiden', 'semoga', 'tidak', 'makmur', 'itu', 'korupsi', 'sekarang', 'saja', 'era', 'jokowi', 'korupsi', 'subur', 'ganjar', 'penerus', 'jokowi']",Negative,Negative
73,Fix 1000% pasti kalah....<br>Anis presiden ku 2024😊😊,Fix   pasti kalah     br Anis presiden ku 😊😊,fix   pasti kalah     br anis presiden ku 😊😊,fix pasti kalah br anis presiden ku smilingfacewithsmilingeyes smilingfacewithsmilingeyes ,fix pasti kalah baru anis presiden ku smilingfacewithsmilingeyes smilingfacewithsmilingeyes ,"['fix', 'pasti', 'kalah', 'baru', 'anis', 'presiden', 'ku', 'smilingfacewithsmilingeyes', 'smilingfacewithsmilingeyes']","['fix', 'pasti', 'kalah', 'baru', 'anis', 'presiden', 'ku', 'smilingfacewithsmilingeyes', 'smilingfacewithsmilingeyes']",Negative,Neutral
74,Gue golput🤣🤣🤣,Gue golput🤣🤣🤣,gue golput🤣🤣🤣,gue golput rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing ,gue golput rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing ,"['gue', 'golput', 'rollingonthefloorlaughing', 'rollingonthefloorlaughing', 'rollingonthefloorlaughing']","['gue', 'golput', 'rollingonthefloorlaughing', 'rollingonthefloorlaughing', 'rollingonthefloorlaughing']",Negative,Neutral
75,Gua aj ganjar g dukung apalagi anis😂,Gua aj ganjar g dukung apalagi anis😂,gua aj ganjar g dukung apalagi anis😂,gua aj ganjar g dukung apalagi anis facewithtearsofjoy ,gua saja ganjar enggak dukung apalagi anis facewithtearsofjoy ,"['gua', 'saja', 'ganjar', 'enggak', 'dukung', 'apalagi', 'anis', 'facewithtearsofjoy']","['gua', 'saja', 'ganjar', 'enggak', 'dukung', 'apalagi', 'anis', 'facewithtearsofjoy']",Negative,Neutral
76,Kacung partai mau mimpin rakyat Indonesia<br>Bisa2 bukan bekerja buat rakyat tpi buat partai<br>Stoplh PDIP sdh cukup anda menyetir negri ini,Kacung partai mau mimpin rakyat Indonesia br Bisa bukan bekerja buat rakyat tpi buat partai br Stoplh PDIP sdh cukup anda menyetir negri ini,kacung partai mau mimpin rakyat indonesia br bisa bukan bekerja buat rakyat tpi buat partai br stoplh pdip sdh cukup anda menyetir negri ini,kacung partai mau mimpin rakyat indonesia br bisa bukan bekerja buat rakyat tpi buat partai br stoplh pdip sdh cukup anda menyetir negri ini,kacung partai mau mimpin rakyat indonesia baru bisa bukan bekerja buat rakyat tapi buat partai baru stoplh pdip sudah cukup anda menyetir negeri ini,"['kacung', 'partai', 'mau', 'mimpin', 'rakyat', 'indonesia', 'baru', 'bisa', 'bukan', 'bekerja', 'buat', 'rakyat', 'tapi', 'buat', 'partai', 'baru', 'stoplh', 'pdip', 'sudah', 'cukup', 'anda', 'menyetir', 'negeri', 'ini']","['kacung', 'partai', 'mau', 'mimpin', 'rakyat', 'indonesia', 'baru', 'bisa', 'bukan', 'bekerja', 'buat', 'rakyat', 'tapi', 'buat', 'partai', 'baru', 'stoplh', 'pdip', 'sudah', 'cukup', 'anda', 'menyetir', 'negeri', 'ini']",Negative,Neutral
77,"Terima kasih ibu Megawati Sukarno Putri, ibu Luar Biasa. Terima kasih ibu Puan, BPK Jokowi, dan semua petinggi PDIP atas penetapan Capres Bapak Ganjar Pranowo untuk presiden tahun 2024 SD 2029.",Terima kasih ibu Megawati Sukarno Putri  ibu Luar Biasa  Terima kasih ibu Puan  BPK Jokowi  dan semua petinggi PDIP atas penetapan Capres Bapak Ganjar Pranowo untuk presiden tahun  SD,terima kasih ibu megawati sukarno putri  ibu luar biasa  terima kasih ibu puan  bpk jokowi  dan semua petinggi pdip atas penetapan capres bapak ganjar pranowo untuk presiden tahun  sd,terima kasih ibu megawati sukarno putri ibu luar biasa terima kasih ibu puan bpk jokowi dan semua petinggi pdip atas penetapan capres bapak ganjar pranowo untuk presiden tahun sd,terima kasih ibu megawati sukarno putri ibu luar biasa terima kasih ibu puan bpk jokowi dan semua petinggi pdip atas penetapan capres bapak ganjar pranowo untuk presiden tahun sd,"['terima', 'kasih', 'ibu', 'megawati', 'sukarno', 'putri', 'ibu', 'luar', 'biasa', 'terima', 'kasih', 'ibu', 'puan', 'bpk', 'jokowi', 'dan', 'semua', 'petinggi', 'pdip', 'atas', 'penetapan', 'capres', 'bapak', 'ganjar', 'pranowo', 'untuk', 'presiden', 'tahun', 'sd']","['terima', 'kasih', 'ibu', 'megawati', 'sukarno', 'putri', 'ibu', 'luar', 'biasa', 'terima', 'kasih', 'ibu', 'puan', 'bpk', 'jokowi', 'dan', 'semua', 'petinggi', 'pdip', 'atas', 'penetapan', 'capres', 'bapak', 'ganjar', 'pranowo', 'untuk', 'presiden', 'tahun', 'sd']",Neutral,Neutral
78,Petugas partai lagi....... petugas terus....,Petugas partai lagi        petugas terus,petugas partai lagi        petugas terus,petugas partai lagi petugas terus,petugas partai lagi petugas terus,"['petugas', 'partai', 'lagi', 'petugas', 'terus']","['petugas', 'partai', 'lagi', 'petugas', 'terus']",Negative,Neutral
79,Partei merah pki,Partei merah pki,partei merah pki,partei merah pki,partei merah pki,"['partei', 'merah', 'pki']","['partei', 'merah', 'pki']",Negative,Neutral
80,Pak rudi &quot;jegger&quot; nya PDIP,Pak rudi  quot jegger quot  nya PDIP,pak rudi  quot jegger quot  nya pdip,pak rudi quot jegger quot nya pdip,pak rudi quot jegger quot nya pdip,"['pak', 'rudi', 'quot', 'jegger', 'quot', 'nya', 'pdip']","['pak', 'rudi', 'quot', 'jegger', 'quot', 'nya', 'pdip']",Negative,Neutral
81,BU MEGA NYELAMATKAN PDIP.SEBAB KALAU DIA TDK MENCAPRESKAN GANJAR PDIP AKAN ANJLOK,BU MEGA NYELAMATKAN PDIP SEBAB KALAU DIA TDK MENCAPRESKAN GANJAR PDIP AKAN ANJLOK,bu mega nyelamatkan pdip sebab kalau dia tdk mencapreskan ganjar pdip akan anjlok,bu mega nyelamatkan pdip sebab kalau dia tdk mencapreskan ganjar pdip akan anjlok,bu mega nyelamatkan pdip sebab kalau dia tidak mencapreskan ganjar pdip akan anjlok,"['bu', 'mega', 'nyelamatkan', 'pdip', 'sebab', 'kalau', 'dia', 'tidak', 'mencapreskan', 'ganjar', 'pdip', 'akan', 'anjlok']","['bu', 'mega', 'nyelamatkan', 'pdip', 'sebab', 'kalau', 'dia', 'tidak', 'mencapreskan', 'ganjar', 'pdip', 'akan', 'anjlok']",Neutral,Neutral
82,"Alhamdulillah..Kayak Dapat THR yg Abadi Untuk Bamgsa ini. HIDUP NKRI, PANCASILA, BHINEKA TUNGGAL IKA. JAYALAH NEGRIKU INDONESIA di NUSANTARA.!!!!",Alhamdulillah  Kayak Dapat THR yg Abadi Untuk Bamgsa ini  HIDUP NKRI  PANCASILA  BHINEKA TUNGGAL IKA  JAYALAH NEGRIKU INDONESIA di NUSANTARA,alhamdulillah  kayak dapat thr yg abadi untuk bamgsa ini  hidup nkri  pancasila  bhineka tunggal ika  jayalah negriku indonesia di nusantara,alhamdulillah kayak dapat thr yg abadi untuk bamgsa ini hidup nkri pancasila bhineka tunggal ika jayalah negriku indonesia di nusantara,alhamdulillah kayak dapat thr yang abadi untuk bamgsa ini hidup nkri pancasila bhineka tunggal ika jayalah negriku indonesia di nusantara,"['alhamdulillah', 'kayak', 'dapat', 'thr', 'yang', 'abadi', 'untuk', 'bamgsa', 'ini', 'hidup', 'nkri', 'pancasila', 'bhineka', 'tunggal', 'ika', 'jayalah', 'negriku', 'indonesia', 'di', 'nusantara']","['alhamdulillah', 'kayak', 'dapat', 'thr', 'yang', 'abadi', 'untuk', 'bamgsa', 'ini', 'hidup', 'nkri', 'pancasila', 'bhineka', 'tunggal', 'ika', 'jayalah', 'negriku', 'indonesia', 'di', 'nusantara']",Positive,Neutral
83,"Hidup anies lah,,dengan gerombolan pengasong  kilafah nya😆",Hidup anies lah  dengan gerombolan pengasong  kilafah nya😆,hidup anies lah  dengan gerombolan pengasong  kilafah nya😆,hidup anies lah dengan gerombolan pengasong kilafah nya grinningsquintingface ,hidup anies lah dengan gerombolan pengasong kilafah nya grinningsquintingface ,"['hidup', 'anies', 'lah', 'dengan', 'gerombolan', 'pengasong', 'kilafah', 'nya', 'grinningsquintingface']","['hidup', 'anies', 'lah', 'dengan', 'gerombolan', 'pengasong', 'kilafah', 'nya', 'grinningsquintingface']",Negative,Neutral
84,Aku kok bosen liat nenek ini terlalu,Aku kok bosen liat nenek ini terlalu,aku kok bosen liat nenek ini terlalu,aku kok bosen liat nenek ini terlalu,aku kok bosan lihat nenek ini terlalu,"['aku', 'kok', 'bosan', 'lihat', 'nenek', 'ini', 'terlalu']","['aku', 'kok', 'bosan', 'lihat', 'nenek', 'ini', 'terlalu']",Negative,Neutral
85,SAYA DULU GAK MAU MILIH GANJAR....GARA2 PILDUN GANJAR MENOLAK TIMNAS ISRAEL BERLAGA DI INDONESIA....SAYA JADI PILIH GANJAR.....<br>JADI GUBERNUR AJA BRANI LAWAN FIFA...<br>KALAU JADI PRESIDEN PASTI BERANI MELAWAN PBB...KLAU MERUGIKAN BANGSA INDONESIA....<br>INDONESIA RAYA....INDONESIA MANDIRI.....MERDEKA...<br>HIDUP GANJAR....,SAYA DULU GAK MAU MILIH GANJAR    GARA PILDUN GANJAR MENOLAK TIMNAS ISRAEL BERLAGA DI INDONESIA    SAYA JADI PILIH GANJAR      br JADI GUBERNUR AJA BRANI LAWAN FIFA    br KALAU JADI PRESIDEN PASTI BERANI MELAWAN PBB   KLAU MERUGIKAN BANGSA INDONESIA     br INDONESIA RAYA    INDONESIA MANDIRI     MERDEKA    br HIDUP GANJAR,saya dulu gak mau milih ganjar    gara pildun ganjar menolak timnas israel berlaga di indonesia    saya jadi pilih ganjar      br jadi gubernur aja brani lawan fifa    br kalau jadi presiden pasti berani melawan pbb   klau merugikan bangsa indonesia     br indonesia raya    indonesia mandiri     merdeka    br hidup ganjar,saya dulu gak mau milih ganjar gara pildun ganjar menolak timnas israel berlaga di indonesia saya jadi pilih ganjar br jadi gubernur aja brani lawan fifa br kalau jadi presiden pasti berani melawan pbb klau merugikan bangsa indonesia br indonesia raya indonesia mandiri merdeka br hidup ganjar,saya dulu enggak mau memilih ganjar gara pildun ganjar menolak timnas israel berlaga di indonesia saya jadi pilih ganjar baru jadi gubernur saja berani lawan fifa baru kalau jadi presiden pasti berani melawan pbb kalau merugikan bangsa indonesia baru indonesia raya indonesia mandiri merdeka baru hidup ganjar,"['saya', 'dulu', 'enggak', 'mau', 'memilih', 'ganjar', 'gara', 'pildun', 'ganjar', 'menolak', 'timnas', 'israel', 'berlaga', 'di', 'indonesia', 'saya', 'jadi', 'pilih', 'ganjar', 'baru', 'jadi', 'gubernur', 'saja', 'berani', 'lawan', 'fifa', 'baru', 'kalau', 'jadi', 'presiden', 'pasti', 'berani', 'melawan', 'pbb', 'kalau', 'merugikan', 'bangsa', 'indonesia', 'baru', 'indonesia', 'raya', 'indonesia', 'mandiri', 'merdeka', 'baru', 'hidup', 'ganjar']","['saya', 'dulu', 'enggak', 'mau', 'memilih', 'ganjar', 'gara', 'pildun', 'ganjar', 'menolak', 'timnas', 'israel', 'berlaga', 'di', 'indonesia', 'saya', 'jadi', 'pilih', 'ganjar', 'baru', 'jadi', 'gubernur', 'saja', 'berani', 'lawan', 'fifa', 'baru', 'kalau', 'jadi', 'presiden', 'pasti', 'berani', 'melawan', 'pb', 'kalau', 'merugikan', 'bangsa', 'indonesia', 'baru', 'indonesia', 'raya', 'indonesia', 'mandiri', 'merdeka', 'baru', 'hidup', 'ganjar']",Neutral,Neutral
86,Tmbah bgeri oligarki.....tdk pengkn rakyar.....tp penringkn aseng asi g pribu.i hidup di eferi srndiri spt tdk nyanan,Tmbah bgeri oligarki     tdk pengkn rakyar     tp penringkn aseng asi g pribu i hidup di eferi srndiri spt tdk nyanan,tmbah bgeri oligarki     tdk pengkn rakyar     tp penringkn aseng asi g pribu i hidup di eferi srndiri spt tdk nyanan,tmbah bgeri oligarki tdk pengkn rakyar tp penringkn aseng asi g pribu i hidup di eferi srndiri spt tdk nyanan,tambah bgeri oligarki tidak pengkn rakyar tapi penringkn aseng asi enggak pribu i hidup di eferi srndiri seperti tidak nyanan,"['tambah', 'bgeri', 'oligarki', 'tidak', 'pengkn', 'rakyar', 'tapi', 'penringkn', 'aseng', 'asi', 'enggak', 'pribu', 'i', 'hidup', 'di', 'eferi', 'srndiri', 'seperti', 'tidak', 'nyanan']","['tambah', 'bgeri', 'oligarki', 'tidak', 'pengkn', 'rakyar', 'tapi', 'penringkn', 'aseng', 'asi', 'enggak', 'pribu', 'i', 'hidup', 'di', 'eferi', 'srndiri', 'seperti', 'tidak', 'nyanan']",Negative,Negative
87,Ngomong apa si😅,Ngomong apa si😅,ngomong apa si😅,ngomong apa si grinningfacewithsweat ,mengomong apa sih grinningfacewithsweat ,"['mengomong', 'apa', 'sih', 'grinningfacewithsweat']","['mengomong', 'apa', 'sih', 'grinningfacewithsweat']",Negative,Negative
