,Date,User,Tweet,Hashtags,Like,Retweet,Reply,text_clean,text_preprocessed,Result Prediction
1975,2023-01-01,PakSupri01,@Paltiwest Calon presiden kata kata...,,0,0,0,calon presiden kata kata,"['calon', 'presiden']",Positive
1976,2023-01-01,War_koek,"Presiden kita pak @jokowi ini tidak paham hukum sudah itu org² pembisiknya adalah bangsad² yg selalu membisikan keburukan agar di nilai baik karena mereka punya tujuan, entahlah apa pal jokowi paham atau bagaimana? https://t.co/PiQMYUrO9x",,0,0,0,presiden kita pak ini tidak paham hukum sudah itu orang pembisiknya adalah bangsad yang selalu membisikan keburukan agar di nilai baik karena mereka punya tujuan entahlah apa pal jokowi paham atau bagaimana,"['presiden', 'paham', 'hukum', 'orang', 'pembisiknya', 'bangsad', 'membisikan', 'keburukan', 'nilai', 'tujuan', 'pal', 'jokowi', 'paham']",Positive
1977,2023-01-01,DoddyMaxell,"@Paltiwest Inikah yg digadang2 jadi PRESIDEN nya @NasDem
😁🤣🤣",,0,0,0,inikah yang digadang jadi presiden nya,"['digadang', 'presiden', 'nya']",Positive
1978,2023-01-01,footnote_me,Semoga nanti kelapa utuh jg dilarang Presiden @jokowi . Udah mulai ada pelayaran2 yg mempersulit shipping produk olahan batok kelapa dgn alasan safety yg krg ilmiah. https://t.co/gQZQbcHZD2,,0,0,0,semoga nanti kelapa utuh juga dilarang presiden sudah mulai ada pelayaran yang mempersulit shipping produk olahan batok kelapa dengan alasan safety yang krg ilmiah,"['semoga', 'kelapa', 'utuh', 'dilarang', 'presiden', 'pelayaran', 'mempersulit', 'ship', 'produk', 'olahan', 'batok', 'kelapa', 'alasan', 'safeti', 'krg', 'ilmiah']",Positive
1979,2023-01-01,FauziRS,"LUAR BIASA !!!
DILUAR NALAR !!!
Ferdy Sambo gugat PRESIDEN &amp; KAPOLRI DI PTUN
Check video di YouTube SI UPDATE
#ferdysambo #polisitembakpolisi
https://t.co/N63FqkkzwP https://t.co/3MEDwi38Re","['ferdysambo', 'polisitembakpolisi']",0,0,0,luar biasa diluar nalar ferdy sambo gugat presiden amp kapolri di ptun check video di youtube sih update,"['diluar', 'nalar', 'ferdi', 'sambo', 'gugat', 'presiden', 'amp', 'kapolri', 'ptun', 'check', 'video', 'youtub', 'sih', 'updat']",Neutral
1980,2023-01-01,gielks,"@mediocrust huum, udah kaya anak presiden 😢",,0,0,1,huum sudah kayak anak presiden,"['huum', 'kayak', 'anak', 'presiden']",Neutral
1981,2023-01-01,KangAsepr,"@mak_iyik Menurut saya, sepanjang sejarah Indonesia tidak ada presiden RI yang memiliki keberanian dan ketegasan seperti pak Jokowi untuk urusan pengembangan ekonomi. Dia paling berani. Tapi dalam masalah penegakan toleransi, pemerintahan Jokowi masih terlihat masih sangat lemah.",,6,0,2,iyik menurut saya sepanjang sejarah indonesia tidak ada presiden ri yang memiliki keberanian dan ketegasan seperti pak jokowi untuk urusan pengembangan ekonomi dia paling berani tapi dalam masalah penegakan toleransi pemerintahan jokowi masih terlihat masih sangat lemah,"['iyik', 'sejarah', 'indonesia', 'presiden', 'ri', 'memiliki', 'keberanian', 'ketegasan', 'jokowi', 'urusan', 'pengembangan', 'ekonomi', 'berani', 'penegakan', 'toleransi', 'pemerintahan', 'jokowi', 'lemah']",Positive
1982,2023-01-01,Ireng_Maulana45,"Meski kebijakan PPKM dicabut seiring melandainya kasus Covid-19 di Tanah Air, namun Presiden @jokowi memastikan pemerintah akan tetap melanjutkan pemberian bantuan sosial (bansos) kepada masyarakat pada 2023.

@jokowi Lawan Pandemi https://t.co/cBwyGYpAUI",,5,4,0,meski kebijakan ppkm dicabut seiring melandainya kasus covid di tanah air namun presiden memastikan pemerintah akan tetap melanjutkan pemberian bantuan sosial bansos kepada masyarakat pada lawan pandemi,"['kebijakan', 'ppkm', 'dicabut', 'seir', 'melandainya', 'covid', 'tanah', 'air', 'presiden', 'pemerintah', 'melanjutkan', 'pemberian', 'bantuan', 'sosial', 'banso', 'masyarakat', 'lawan', 'pandemi']",Neutral
1983,2023-01-01,HaflaniNafisah,"Inilah Profil Lula da Silva Presiden Brazil yang Baru, Pernah Menjadi Tukang Semir Sepatu dan Penjual Kacang https://t.co/Qocr7qRygp",,0,0,0,inilah profil lula dah silva presiden brazil yang baru pernah menjadi tukang semir sepatu dan penjualkacang,"['profil', 'lula', 'dah', 'silva', 'presiden', 'brazil', 'tukang', 'semir', 'sepatu', 'penjualkacang']",Neutral
1984,2023-01-01,arifuddinhamid,"""Selamatkan Demokrasi, Tolak Perpu Cipta Kerja""

Presiden Jokowi menandatangani Perpu Cipta Kerja. Apakah ancaman terhadap demokrasi ini akan kita diamkan Saya menyatakan menolak Perpu Cipta Kerja. Bagaimana dengan anda?

Video selengkapnya https://t.co/3o9gA7RFyE https://t.co/c0K7RzPWaT",,0,0,0,selamatkan demokrasi tolak perpu cipta kerja presiden jokowi menandatangani perpu cipta kerja apakah ancaman terhadap demokrasi ini akan kita diamkan saya menyatakan menolak perpu cipta kerja bagaimana dengan anda video selengkapnya,"['selamatkan', 'demokrasi', 'tolak', 'perpu', 'cipta', 'kerja', 'presiden', 'jokowi', 'menandatangani', 'perpu', 'cipta', 'kerja', 'ancaman', 'demokrasi', 'diamkan', 'menolak', 'perpu', 'cipta', 'kerja', 'video', 'selengkapnya']",Positive
1985,2023-01-01,harus_kamutahu,#news #berita #fakta #indonesia #viral #beritaterkini Presiden terlama didunia #faktamenarik #presiden https://t.co/7eIPP17Dop,"['news', 'berita', 'fakta', 'indonesia', 'viral', 'beritaterkini', 'faktamenarik', 'presiden']",0,0,0,presiden terlama didunia,"['presiden', 'terlama', 'didunia']",Positive
1986,2023-01-01,iwankevan,@arillavarendra @Hasbil_Lbs Makanya yg ga pinter dlm kesepakatan ini siapa? Pinter org cina apa kita yg dibodohi..Klo presiden nya pinter pasti tenaga kerja bs disepakati dr Indonesia...,,0,0,1,lbs makanya yang enggak pintar dalam kesepakatan ini siapa pintar orang cina apa kita yang dibodohiklo presiden nya pintar pasti tenaga kerja bisa disepakati dari indonesia,"['lb', 'pintar', 'kesepakatan', 'pintar', 'orang', 'cina', 'dibodohiklo', 'presiden', 'nya', 'pintar', 'tenaga', 'kerja', 'disepakati', 'indonesia']",Positive
1987,2023-01-01,tongkenok,"@RioHerman327 @Paltiwest Emang anis siapa ???
Mending ngakui Pak Jokowi Presiden RI...",,0,0,0,memang anis siapa mending ngakui pak jokowi presiden ri,"['ani', 'mend', 'ngakui', 'jokowi', 'presiden', 'ri']",Positive
1988,2023-01-01,HidayatBiin,@KsRonie Memang itu penyakit negara kita,,0,0,0,memang itu penyakit negara kita,"['penyakit', 'negara']",Positive
1989,2023-01-01,rakyatinfo7,Kerja Nyata Prabowo Digandrungi Milenial Layak Lanjutkan Kepemimpinan Presiden Jokowi,,0,0,0,kerja nyata prabowo digandrungi milenial layak lanjutkan kepemimpinan presiden jokowi,"['kerja', 'nyata', 'prabowo', 'digandrungi', 'mileni', 'layak', 'lanjutkan', 'kepemimpinan', 'presiden', 'jokowi']",Positive
1990,2023-01-01,55kaying,@HabiebBass Presiden kok dimusuhi 😡,,1,0,0,presiden kok dimusuhi,"['presiden', 'dimusuhi']",Positive
1991,2023-01-01,rakyatinfo7,"JAKARTA,RAKYAK INFO. COM-- Sosok Menteri Pertahanan RI, Prabowo Subianto terus menguat sebagai figur calon presiden dengan elektabilitas tertinggi Pilpres 2024.",,0,0,0,jakartarakyak info com sosok menteri pertahanan ri prabowo subianto terus menguat sebagai figur calon presiden dengan elektabilitas tertinggi pilpres,"['jakartarakyak', 'info', 'com', 'sosok', 'menteri', 'pertahanan', 'ri', 'prabowo', 'subianto', 'menguat', 'figur', 'calon', 'presiden', 'elektabilita', 'tertinggi', 'pilpr']",Neutral
1992,2023-01-01,Relawananies,"Tahun Baru: Harapan dan Semangat Baru, Sambut Calon Presiden Baru

https://t.co/Q0lnK06QhG",,697,141,58,tahun baru harapan dan semangat baru sambut calon presiden baru,"['harapan', 'semangat', 'sambut', 'calon', 'presiden']",Positive
1993,2023-01-01,akmalbariq,"@Mdy_Asmara1701 Klo pake teori lu, ya jelas gue pilih puan, kakeknya mantan presiden dan pahlawan nasional, ibunya mantan presiden, puan sendiri punya posisi hebat.. Jelas jauh dibandingkan anies wkwkkwkw",,0,0,0,asmara kalo pakai teori lu ya jelas gue pilih puan kakeknya mantan presiden dan pahlawan nasional ibunya mantan presiden puan sendiri punya posisi hebat jelas jauh dibandingkan anies wkwkkwkw,"['asmara', 'kalo', 'pakai', 'teori', 'lu', 'ya', 'gue', 'pilih', 'puan', 'kakeknya', 'mantan', 'presiden', 'pahlawan', 'nasion', 'ibunya', 'mantan', 'presiden', 'puan', 'posisi', 'hebat', 'dibandingkan', 'ani', 'wkwkkwkw']",Neutral
1994,2023-01-01,kompascom,Perppu Cipta Kerja sudah dapat diunduh publik. Perppu ini resmi diteken Presiden Jokowi pada 30 Desember 2022 https://t.co/eq5mK2O5wM,,6,1,0,perppu cipta kerja sudah dapat diunduh publik perppu ini resmi diteken presiden jokowi pada desember,"['perppu', 'cipta', 'kerja', 'diunduh', 'publik', 'perppu', 'resmi', 'diteken', 'presiden', 'jokowi', 'desemb']",Positive
1995,2023-01-01,kompascom,"Presiden Partai Buruh dan KSPI mengkritisi sejumlah aturan dalam Perppu Cipta Kerja. Termasuk, soal perhitungan upah minimum dan cuti https://t.co/ekCIPbZv9Y",,7,2,0,presiden partai buruh dan kspi mengkritisi sejumlah aturan dalam perppu cipta kerja termasuk soal perhitungan upah minimum dan cuti,"['presiden', 'partai', 'buruh', 'kspi', 'mengkritisi', 'aturan', 'perppu', 'cipta', 'kerja', 'perhitungan', 'upah', 'minimum', 'cuti']",Positive
1996,2023-01-01,saputrananda0,"@yt_noeg @ekowboy2 Bkn warga Jakarta n gak tau sejarahnya,Komen mslh Banjir Jakarta. Banjir Jakarta itu udah sejak Zaman Kerajaan Tarumanegara,
Sampai detik ini pun gk ada 1 pun yg berhasil atasi banjir jakarta, termasuk yang ngomong jika jadi presiden gampang atasi banjir.
https://t.co/nxqUwkY8kf",,1,0,1,noeg bukan warga jakarta n enggak tau sejarahnyakomen masalah banjir jakarta banjir jakarta itu sudah sejak zaman kerajaan tarumanegara sampai detik ini pun enggak ada pun yang berhasil atasi banjir jakarta termasuk yang mengomong jika jadi presiden gampang atasi banjir,"['noeg', 'warga', 'jakarta', 'n', 'tau', 'sejarahnyakomen', 'banjir', 'jakarta', 'banjir', 'jakarta', 'zaman', 'kerajaan', 'tarumanegara', 'detik', 'berhasil', 'atasi', 'banjir', 'jakarta', 'mengomong', 'presiden', 'gampang', 'atasi', 'banjir']",Positive
1997,2023-01-01,del4nz,@Fahrihamzah Yg sudah jdi presiden tau ga,,0,0,0,yang sudah jadi presiden tau enggak,"['presiden', 'tau']",Neutral
1998,2023-01-01,gerwani_,@aniesbaswedan mari kita dukung Pak Anies menjadi presiden ke 2024,,0,0,0,mari kita dukung pak anies menjadi presiden ke,"['mari', 'dukung', 'ani', 'presiden']",Positive
1999,2023-01-01,rakyatinfo7,"Kata Nessya, Prabowo Subianto layak melanjutkan kepemimpinan Presiden Joko Widodo pada Pilpres 2024 mendatang",,0,0,0,kata nessya prabowo subianto layak melanjutkan kepemimpinan presiden joko widodo pada pilpres mendatang,"['nessya', 'prabowo', 'subianto', 'layak', 'melanjutkan', 'kepemimpinan', 'presiden', 'joko', 'widodo', 'pilpr']",Neutral
2000,2023-01-01,hanifnovran,@tvOneNews banjir akan mudah diatasi jika … jadi presiden,,0,0,0,banjir akan mudah diatasi jika jadi presiden,"['banjir', 'mudah', 'diatasi', 'presiden']",Positive
2001,2023-01-01,soloposdotcom,Presiden Jokowi Ajak Masyarakat Tetap Bersama Menuju Indonesia Maju pada 2023 https://t.co/1RNl2pL8Pz,,0,0,0,presiden jokowi ajak masyarakat tetap bersama menuju indonesia maju pada,"['presiden', 'jokowi', 'ajak', 'masyarakat', 'indonesia', 'maju']",Positive
2002,2023-01-01,indowfofficial,"@BangDa079 Kada usah bahas² calon presiden, kritik kebijakan saja, baik ya di berikan apresiasi, kurang ya dikritik biar diperbaiki, gitu haja",,1,0,1,kada usah bahas calon presiden kritik kebijakan saja baik ya di berikan apresiasi kurang ya dikritik biar diperbaiki begitu haja,"['kada', 'baha', 'calon', 'presiden', 'kritik', 'kebijakan', 'ya', 'apresiasi', 'ya', 'dikritik', 'biar', 'diperbaiki', 'haja']",Positive
2003,2023-01-01,RahayuShintta,"""Klw bukan Presiden yg bekerja buat Rakyat Siapa lagi Klw bukan Jokowi gak bakalan ada Seandainya sobat mau melihat lagi pembangunan yg berkelanjutan mari kita dukung jokowi lagi 

#Jokowi2Periode 
#JokowiMarufAmin2019","['Jokowi2Periode', 'JokowiMarufAmin2019']",0,0,0,kalau bukan presiden yang bekerja buat rakyat siapa lagi kalau bukan jokowi enggak bakalan ada seandainya sobat mau melihat lagi pembangunan yang berkelanjutan mari kita dukung jokowi lagi,"['presiden', 'rakyat', 'jokowi', 'seandainya', 'sobat', 'pembangunan', 'berkelanjutan', 'mari', 'dukung', 'jokowi']",Positive
2004,2023-01-01,ainnnatashaaaa,"penatt org kata dah dua presiden single (read: dahlia rizal &amp; najwa latiff) dah off market, sape yg baru ni💀",,0,0,0,penatt orang kata deh dua presiden single read dahlia rizal amp najwa latiff deh off market sape yang baru nih,"['penatt', 'orang', 'deh', 'presiden', 'singl', 'read', 'dahlia', 'rizal', 'amp', 'najwa', 'latiff', 'deh', 'off', 'market', 'sape', 'nih']",Neutral
2005,2023-01-01,nahatirispisan,@democrazymedia Jadi inget dulu ada yg bilang akan lebih mudah mengatasi banjir kalo sdh jadi presiden...,,3,0,1,jadi ingat dulu ada yang bilang akan lebih mudah mengatasi banjir kalo sudah jadi presiden,"['bilang', 'mudah', 'mengatasi', 'banjir', 'kalo', 'presiden']",Positive
2006,2023-01-01,Anakmedandisini,@MARQUEZ__93 Kelompok intoleran akan dihabisi oleh Ganjar stlh menjadi presiden.,,0,0,0,kelompok intoleran akan dihabisi oleh ganjar setelah menjadi presiden,"['kelompok', 'intoleran', 'dihabisi', 'ganjar', 'presiden']",Positive
2007,2023-01-01,Antonjunaa,"@geloraco Itu plan B, prioritasnya memperpanjang masa jabatan presiden",,0,0,0,itu plan b prioritasnya memperpanjang masa jabatan presiden,"['plan', 'b', 'prioritasnya', 'memperpanjang', 'jabatan', 'presiden']",Positive
2008,2023-01-01,whois_sell,"@just_rif7 @NarasiNewsroom Ya mending presidennya diperpanjang, timbang lu yg jadi presiden dah banyak kurangnya, pendidikan rendah, ngomong kebanyakan konspirasi wkwkwk",,0,0,1,rif ya mending presidennya diperpanjang timbang lu yang jadi presiden deh banyak kurangnya pendidikan rendah mengomong kebanyakan konspirasi wkwkwk,"['rif', 'ya', 'mend', 'presidennya', 'diperpanjang', 'timbang', 'lu', 'presiden', 'deh', 'kurangnya', 'pendidikan', 'rendah', 'mengomong', 'kebanyakan', 'konspirasi', 'wkwkwk']",Positive
2009,2023-01-01,rakyatinfo7,"Terbaru, hasil survei Lembaga Survei dan Polling Indonesia (SPIN) terkait calon presiden atau capres di Pilpres 2024.",,0,0,0,terbaru hasil survei lembaga survei dan polling indonesia spin terkait calon presiden atau capres di pilpres,"['terbaru', 'hasil', 'survei', 'lembaga', 'survei', 'poll', 'indonesia', 'spin', 'terkait', 'calon', 'presiden', 'capr', 'pilpr']",Positive
2010,2023-01-01,triliuner007,@MayaA62580468 Menjilat sih menjilat....tapi pake otak napa?? Ahy jadi ketua rt aja belom pernah kok bandingin sama presiden US 😀😀😀😀😀😀😀😀😀😀,,2,0,0,menjilat sih menjilattapi pakai otak kenapa ahy jadi ketua rt saja belum pernah kok bandingkan sama presiden us,"['menjilat', 'sih', 'menjilattapi', 'pakai', 'otak', 'ahi', 'ketua', 'rt', 'bandingkan', 'presiden', 'us']",Positive
2011,2023-01-01,Suga61166612,@keuangannews_id Siapa yg mendorong mundur ? Siapa yang berani memundurkan presiden ? Mana ada yg berani..?,,0,0,0,id siapa yang mendorong mundur siapa yang berani memundurkan presiden mana ada yang berani,"['id', 'mendorong', 'mundur', 'berani', 'memundurkan', 'presiden', 'berani']",Neutral
2012,2023-01-01,negarahampa,@CNNIndonesia Gubernur terwagu yg saya tau....kok berani banget dicalonkan oleh para cebongkers jadi presiden?????,,1,0,0,gubernur terwagu yang saya taukok berani banget dicalonkan oleh para cebongkers jadi presiden,"['gubernur', 'terwagu', 'taukok', 'berani', 'banget', 'dicalonkan', 'cebongk', 'presiden']",Neutral
2013,2023-01-01,PresidenTuhan,Orang yg tdk bisa setia itu adalah ciri-ciri orang yang tdk pandai bersyukur.,,0,0,0,orang yang tidak bisa setia itu adalah ciriciri orang yang tidak pandai bersyukur,"['orang', 'setia', 'ciriciri', 'orang', 'pandai', 'bersyukur']",Positive
2014,2023-01-01,syahirularif,Kenapa koq laporannya hasil analisis tidak ke Presiden juga? https://t.co/oRoGbzbXRu,,1,0,2,kenapa kok laporannya hasil analisis tidak ke presiden juga,"['laporannya', 'hasil', 'analisi', 'presiden']",Positive
2015,2023-01-01,noviankristanto,@rmol_id Banjir di semarang dan jateng akan teratasi jika ndoro jadi presiden 😌,,0,0,0,id banjir di semarang dan jateng akan teratasi jika ndoro jadi presiden,"['id', 'banjir', 'semarang', 'jateng', 'teratasi', 'ndoro', 'presiden']",Positive
2016,2023-01-01,juliansian4,"@syaf_ml kalo jadi presiden, bini dikasih 63T",,0,0,0,ml kalo jadi presiden bini dikasih t,"['ml', 'kalo', 'presiden', 'bini', 'dikasih', 't']",Neutral
2017,2023-01-01,wayan_toyadi,@TuAdhi79 @MarahIchsan Cocoknya jadi presiden kadrun,,1,0,1,cocoknya jadi presiden kadrun,"['cocoknya', 'presiden', 'kadrun']",Positive
2018,2023-01-01,CapLang79073002,@abu_waras AHY bapaknya pernah jabat presiden 2 Periode aja anaknya ga punya prestasi ga dianggep.. Pa lg dongeng keluarga wan kibul 🤣🤣🤣 nyalon ke Yemen aja bawa lo skalian buat buzzer,,0,0,0,waras ahy bapaknya pernah jabat presiden periode saja anaknya enggak punya prestasi enggak dianggep apa lagi dongeng keluarga wan kibul nyalon ke yemen saja bawa lo skalian buat buzzer,"['wara', 'ahi', 'bapaknya', 'jabat', 'presiden', 'period', 'anaknya', 'prestasi', 'dianggep', 'dongeng', 'keluarga', 'wan', 'kibul', 'nyalon', 'yemen', 'bawa', 'lo', 'skalian', 'buzzer']",Positive
2019,2023-01-01,exelrockstar,"@aazni @rizalyose1980 Semua jg tau siapa yg hrs jd teladan, Presiden &amp; istana SANGAT SADAR bhwa presiden sllu jd sorotan &amp; bhn politisasi. Slma ini dia bebaskn media meliput ttg dia. 
Yg jd mslh adl kmampuan blogika &amp; bnalar stiap orang itu brbeda. Mirisnya logika &amp; nalar anda mentok krn kedengkian.",,0,0,0,semua juga tau siapa yang harus jadi teladan presiden amp istana sangat sadar bahwa presiden selalu jadi sorotan amp bahan politisasi slma ini dia bebaskn media meliput tentang dia yang jadi masalah adalah kmampuan blogika amp bnalar setiap orang itu brbeda mirisnya logika amp nalar anda mentok karena kedengkian,"['tau', 'teladan', 'presiden', 'amp', 'istana', 'sadar', 'presiden', 'sorotan', 'amp', 'bahan', 'politisasi', 'slma', 'bebaskn', 'media', 'meliput', 'kmampuan', 'blogika', 'amp', 'bnalar', 'orang', 'brbeda', 'mirisnya', 'logika', 'amp', 'nalar', 'mentok', 'kedengkian']",Neutral
2020,2023-01-01,craving4matchaa,mandok hata sampai jam set.5 pagi #sikap #prinsip https://t.co/v5Ni4IHHsK,"['sikap', 'prinsip']",0,0,0,mandok hata sampai jam set pagi,"['mandok', 'hata', 'jam', 'set', 'pagi']",Neutral
2021,2023-01-01,QaillaAsyiqah,"Setelah UU Omnibuslaw yg bermasalah dan sekarang Presiden menerbitkan PERPPU Cipta Kerja ~

Kalau tidak setuju gugat saja ke MK, ini kan Negara Hukum | Setelah ke MK &amp; dikabulkan, terbitlah Perppu, maka gugurlah putusan MK !! #MosiTidakPercaya https://t.co/3M9KpoApPK",['MosiTidakPercaya'],116,52,2,setelah uu omnibuslaw yang bermasalah dan sekarang presiden menerbitkan perppu cipta kerja kalau tidak setuju gugat saja ke maka ini kan negara hukum setelah ke maka amp dikabulkan terbitlah perppu maka gugurlah putusan maka,"['uu', 'omnibuslaw', 'bermasalah', 'presiden', 'menerbitkan', 'perppu', 'cipta', 'kerja', 'setuju', 'gugat', 'negara', 'hukum', 'amp', 'dikabulkan', 'terbitlah', 'perppu', 'gugurlah', 'putusan']",Positive
2023,2023-01-01,DiiiDodi,Bangga punya presiden seperti  Ganjar  Bersama  Ganjar masyarakat sejahtera  https://t.co/mEMZe6H5k5 #GanjarHebat,['GanjarHebat'],0,0,0,bangga punya presiden seperti ganjar bersama ganjar masyarakat sejahtera,"['bangga', 'presiden', 'ganjar', 'ganjar', 'masyarakat', 'sejahtera']",Positive
2025,2023-01-01,charlesgaspoul,TANGIS BUZZER PECAH! PERTEMUAN PRESIDEN TIMOR LESTE LEBIH BERKELAS DENGAN SBY &amp; AHY https://t.co/qlcWsxVLqH #AHYPimpinPerubahan,['AHYPimpinPerubahan'],0,0,0,tangis buzzer pecah pertemuan presiden timor leste lebih berkelas dengan surabaya amp ahy,"['tangi', 'buzzer', 'pecah', 'pertemuan', 'presiden', 'timor', 'lest', 'berkela', 'surabaya', 'amp', 'ahi']",Positive
2027,2023-01-01,alexxdavi,Asyik! Kebijakan Presiden  Ganjar keren  Ayo kita dukung kebijakan Presiden  Ganjar.  https://t.co/pZH43Zzeyt #GanjarHebat,['GanjarHebat'],0,0,0,asyik kebijakan presiden ganjar keren ayo kita dukung kebijakan presiden ganjar,"['asyik', 'kebijakan', 'presiden', 'ganjar', 'keren', 'ayo', 'dukung', 'kebijakan', 'presiden', 'ganjar']",Positive
2030,2023-01-01,Senja_Merah1,Presiden @Jokowi menyerahkan sertifikat tanah kpd warga Kab. Bima dan Kab. Dompu. Hunian tsb dibangun pemerintah dlm rangka relokasi pascabadai siklon tropis seroja yg menyebabkan byk rumah warga rusak. Hunian tersebut juga dibangun di lokasi baru yang jauh dari bantaran sungai. https://t.co/VEHayz2Hq5,,9,2,0,presiden menyerahkan sertifikat tanah kepada warga kab bima dan kab dompu hunian tersebut dibangun pemerintah dalam rangka relokasi pascabadai siklon tropis seroja yang menyebabkan banyak rumah warga rusak hunian tersebut juga dibangun di lokasi baru yang jauh dari bantaran sungai,"['presiden', 'menyerahkan', 'sertifikat', 'tanah', 'warga', 'kab', 'bima', 'kab', 'dompu', 'hunian', 'dibangun', 'pemerintah', 'rangka', 'relokasi', 'pascabadai', 'siklon', 'tropi', 'seroja', 'menyebabkan', 'rumah', 'warga', 'rusak', 'hunian', 'dibangun', 'lokasi', 'bantaran', 'sungai']",Positive
2031,2023-01-01,tranlator098,Presiden Amerika Barack Hussein Obama mendesak Putin untuk menarik mundur tentara Rusia di Ukraina. https://t.co/kywSKkmHqx,,0,0,0,presiden amerika barack hussein obama mendesak putin untuk menarik mundur tentara rusia di ukraina,"['presiden', 'amerika', 'barack', 'hussein', 'obama', 'mendesak', 'putin', 'menarik', 'mundur', 'tentara', 'rusia', 'ukraina']",Neutral
2032,2023-01-01,adriana61590726,Kinerja Presiden  Ganjar sudah tak diragukan lagi  Masyarakat percaya Indonesia maju bukti  Ganjar bekerja  https://t.co/JyLesW6dbn #GanjarHebat,['GanjarHebat'],0,0,0,kinerja presiden ganjar sudah tak diragukan lagi masyarakat percaya indonesia maju bukti ganjar bekerja,"['kinerja', 'presiden', 'ganjar', 'diragukan', 'masyarakat', 'percaya', 'indonesia', 'maju', 'bukti', 'ganjar']",Positive
2033,2023-01-01,Ireng_Maulana45,"Meninggalkan tahun 2022, Presiden @jokowi menyatakan siap menatap tahun baru 2023 dengan tekad untuk membawa Indonesia melangkah maju.
.
Kabar baik dan buruk yang datang silih berganti pada tahun lalu telah memberi pelajaran, sekaligus menguatkan dan mempersatukan Indonesia. https://t.co/YhH1gOcWNf",,6,6,0,meninggalkan tahun presiden menyatakan siap menatap tahun baru dengan tekad untuk membawa indonesia melangkah maju kabar baik dan buruk yang datang silih berganti pada tahun lalu telah memberi pelajaran sekaligus menguatkan dan mempersatukan indonesia,"['meninggalkan', 'presiden', 'menatap', 'tekad', 'membawa', 'indonesia', 'melangkah', 'maju', 'kabar', 'buruk', 'silih', 'berganti', 'pelajaran', 'menguatkan', 'mempersatukan', 'indonesia']",Neutral
2034,2023-01-01,joubert_cardoso,Ganjar tak kalah keren mah pokoknya  Rakyat Indonesia sangat bangga punya presiden  Ganjar  https://t.co/WVQaTxFYus #GanjarHebat,['GanjarHebat'],0,0,0,ganjar tak kalah keren mah pokoknya rakyat indonesia sangat bangga punya presiden ganjar,"['ganjar', 'kalah', 'keren', 'mah', 'pokoknya', 'rakyat', 'indonesia', 'bangga', 'presiden', 'ganjar']",Neutral
2036,2023-01-01,alemoise_llanos,Presiden  Ganjar menjadikan Indonesia lebih baik dan maju  Kita bangga di pimpin Pak  Ganjar  https://t.co/HlRddP6aKb #GanjarHebat,['GanjarHebat'],0,0,0,presiden ganjar menjadikan indonesia lebih baik dan maju kita bangga di pimpin pak ganjar,"['presiden', 'ganjar', 'menjadikan', 'indonesia', 'maju', 'bangga', 'pimpin', 'ganjar']",Positive
2037,2023-01-01,alexoder1,Presiden yang Pekerja Keras penuh prestasi  Pak  Ganjar memanang yang terbaik  https://t.co/ClRfp80xkV #GanjarHebat,['GanjarHebat'],0,0,0,presiden yang pekerja keras penuh prestasi pak ganjar memanang yang terbaik,"['presiden', 'pekerja', 'kera', 'penuh', 'prestasi', 'ganjar', 'memanang', 'terbaik']",Positive
2043,2023-01-01,alejo109455,saya bangga punya presiden  Ganjar  bapak infrastruktur  Ganjar  https://t.co/yZxMxYNSSC #GanjarHebat,['GanjarHebat'],0,0,0,saya bangga punya presiden ganjar bapak infrastruktur ganjar,"['bangga', 'presiden', 'ganjar', 'infrastruktur', 'ganjar']",Positive
2044,2023-01-01,Rubia77M,"Terimakasih atas pembangunannya Presiden  Ganjar, kami di Kalimantan Tengah tolong diingat y pak  Inilah pemimpin kami P ##GanjarPresidenku",['GanjarPresidenku'],0,0,0,terimakasih atas pembangunannya presiden ganjar kami di kalimantan tengah tolong diingat ya pak inilah pemimpin kami p,"['terimakasih', 'pembangunannya', 'presiden', 'ganjar', 'kalimantan', 'tolong', 'ya', 'pemimpin', 'p']",Positive
2045,2023-01-01,sexygril2010,Kebijakan Presiden Jokowi Terbukti Mampu meningkatkan Kualitas SDM Tanah Air https://t.co/HWabZMQdKW ##JokowiHebat Polrestabes Medan Luar Biasa,['JokowiHebat'],0,0,0,kebijakan presiden jokowi terbukti mampu meningkatkan kualitas sdm tanah air polrestabes medan luar biasa,"['kebijakan', 'presiden', 'jokowi', 'terbukti', 'meningkatkan', 'kualita', 'sdm', 'tanah', 'air', 'polrestab', 'medan']",Neutral
2046,2023-01-01,tykahestyka1,Kami masyarakat Kalimantan Tengah menyukai sosok pemimpin yang bekerja dengan nyata seperti Presiden https://t.co/uobELlyapU #PolrestabesMedan,['PolrestabesMedan'],0,0,0,kami masyarakat kalimantan tengah menyukai sosok pemimpin yang bekerja dengan nyata seperti presiden,"['masyarakat', 'kalimantan', 'menyukai', 'sosok', 'pemimpin', 'nyata', 'presiden']",Positive
2047,2023-01-01,GanjarGanjar550,Asyik! Kebijakan Presiden keren https://t.co/uUrXQNTPTN #PolrestabesMedan,['PolrestabesMedan'],0,0,0,asyik kebijakan presiden keren,"['asyik', 'kebijakan', 'presiden', 'keren']",Positive
