,tweet,text_clean,text_preprocessed,sentiment
390,"@laethif @deacon09719930 @RafsAkbar kalau ibukota ga dipaksa pindah, nih pulau bakal tenggelem rek 🤭 orang tua lu ga mau pindah, lu ntar kawin beranak ga mau pindah, anak lu ga mau juga 😆 pulau cuman seiprit diisi 300jt kepala, makan dan energi dari mana? eksploitasi pulau2 lain? 🤭",kalau ibukota ga dipaksa pindah nih pulau bakal tenggelem rek 🤭 orang tua lu ga mau pindah lu ntar kawin beranak ga mau pindah anak lu ga mau juga 😆 pulau cuman seiprit diisi jt kepala makan dan energi dari mana eksploitasi pulau lain 🤭,"['kalau', 'ibukota', 'enggak', 'dipaksa', 'pindah', 'nih', 'pulau', 'bakal', 'tenggelem', 'rek', ' facewithhandovermouth ', 'orang', 'tua', 'lu', 'enggak', 'mau', 'pindah', 'lu', 'entar', 'kawin', 'beranak', 'enggak', 'mau', 'pindah', 'anak', 'lu', 'enggak', 'mau', 'juga', ' grinningsquintingface ', 'pulau', 'cuman', 'seiprit', 'diisi', 'juta', 'kepala', 'makan', 'dan', 'energi', 'dari', 'mana', 'eksploitasi', 'pulau', 'lain', ' facewithhandovermouth ']",Negative
391,"@rentfess halo halo bandung ibukota periangan! gua avail besok, pas banget atau mungkin ini jodoh ya? tadi gua mempertanyakan si kapan jodoh gua dateng taunya didepan mata jakh anjir garing bgt guaaa☺☺ pacaran sama gua santai aja si mau ngobrolin apa juga gua gas, bahas hal 

—",halo halo bandung ibukota periangan gua avail besok pas banget atau mungkin ini jodoh ya tadi gua mempertanyakan si kapan jodoh gua dateng taunya didepan mata jakh anjir garing bgt guaaa☺☺ pacaran sama gua santai aja si mau ngobrolin apa juga gua gas bahas hal   —,"['halo', 'halo', 'bandung', 'ibukota', 'periangan', 'gua', 'avail', 'besok', 'pas', 'banget', 'atau', 'mungkin', 'ini', 'jodoh', 'ya', 'tadi', 'gua', 'mempertanyakan', 'sih', 'kapan', 'jodoh', 'gua', 'datang', 'taunya', 'didepan', 'mata', 'jakh', 'anjir', 'garing', 'banget', 'gua☺☺', 'pacaran', 'sama', 'gua', 'santai', 'saja', 'sih', 'mau', 'ngobrolin', 'apa', 'juga', 'gua', 'gas', 'bahas', 'hal', '—']",Negative
392,"@Lordskub1 @IsmailBhakti @hosin_engi @gara_nam @imananda01 ancurin ibukota, cina cukup nyuplai bom ama uang ke JI/opm/dkk bikin rentetan bom  dan  bikin rusuh republik 🤭 ngapain buang2 rudal balistik 😆",engi nam  ancurin ibukota cina cukup nyuplai bom ama uang ke jiopmdkk bikin rentetan bom  dan  bikin rusuh republik 🤭 ngapain buang rudal balistik 😆,"['engi', 'nam', 'ancurin', 'ibukota', 'cina', 'cukup', 'nyuplai', 'bom', 'sama', 'uang', 'ke', 'jiopmdk', 'bikin', 'rentetan', 'bom', 'dan', 'bikin', 'rusuh', 'republik', ' facewithhandovermouth ', 'mengapai', 'buang', 'rudal', 'balistik', ' grinningsquintingface ']",Negative
393,"begitu banyak hal ttg Yesung, tp gak bs sering update karna jadwal padat kayak macetnya jalanan ibukota 🫠",begitu banyak hal ttg yesung tp gak bs sering update karna jadwal padat kayak macetnya jalanan ibukota 🫠,"['begitu', 'banyak', 'hal', 'tentang', 'yesung', 'tapi', 'enggak', 'bisa', 'sering', 'update', 'karena', 'jadwal', 'padat', 'kayak', 'macetnya', 'jalanan', 'ibukota', '\U0001fae0']",Negative
394,"@evxy_tb Jl. Pangeran Diponegoro No.58, RT.1/RW.2, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310",tb jl pangeran diponegoro no rtrw menteng kec menteng kota jakarta pusat daerah khusus ibukota jakarta,"['tb', 'jl', 'pangeran', 'diponegoro', 'no', 'rtrw', 'menteng', 'kec', 'menteng', 'kota', 'jakarta', 'pusat', 'daerah', 'khusus', 'ibukota', 'jakarta']",Neutral
395,@tanyarlfes Ibukota,ibukota,['ibukota'],Neutral
396,"@CarolinSiagian Lebih murah pindah rumah cuma ongkos angkut doang, bangun pusat olahraga Hambalang aja di korupsi, gimana kalau pindah ibukota",lebih murah pindah rumah cuma ongkos angkut doang bangun pusat olahraga hambalang aja di korupsi gimana kalau pindah ibukota,"['lebih', 'murah', 'pindah', 'rumah', 'cuma', 'ongkos', 'angkut', 'doang', 'bangun', 'pusat', 'olahraga', 'hambalang', 'saja', 'di', 'korupsi', 'bagaimana', 'kalau', 'pindah', 'ibukota']",Negative
397,"@faisalisalp Sanggar tari ibukota otw makan"" Wk",sanggar tari ibukota otw makan wk,"['sanggar', 'tari', 'ibukota', 'otw', 'makan', 'waktu']",Positive
398,Disadvantages of living jauh dari ibukota,disadvantages of living jauh dari ibukota,"['disadvantages', 'of', 'living', 'jauh', 'dari', 'ibukota']",Neutral
399,@rofaippp untung ibukota saya tyda,untung ibukota saya tyda,"['untung', 'ibukota', 'saya', 'tyda']",Positive
400,"@CarolinSiagian Hambalang saja mangkrak, gimana ibukota baru? 🤣🤣🤣",hambalang saja mangkrak gimana ibukota baru 🤣🤣🤣,"['hambalang', 'saja', 'mangkrak', 'bagaimana', 'ibukota', 'baru', ' rollingonthefloorlaughing  rollingonthefloorlaughing  rollingonthefloorlaughing ']",Negative
401,"""Mama bilang om putih, padahal om hitam"" Dia mengharapkan saya macam artis ibukota. Baru datang ke Bali. #HarapanTinggi
""Lihat toh mas, kamu lebih putih dariku"" Kata Mas tukang bangunan tetangga kos.
""Tapi tanganku lebih hitam darimu""
""Iya ya, tangan om ojek"" timpalnya
#Ngakak https://t.co/NcP9dgYrRb",mama bilang om putih padahal om hitam dia mengharapkan saya macam artis ibukota baru datang ke bali  lihat toh mas kamu lebih putih dariku kata mas tukang bangunan tetangga kos tapi tanganku lebih hitam darimu iya ya tangan om ojek timpalnya,"['mama', 'bilang', 'om', 'putih', 'padahal', 'om', 'hitam', 'dia', 'mengharapkan', 'saya', 'macam', 'artis', 'ibukota', 'baru', 'datang', 'ke', 'bali', 'lihat', 'toh', 'mas', 'kamu', 'lebih', 'putih', 'dariku', 'kata', 'mas', 'tukang', 'bangunan', 'tetangga', 'kos', 'tapi', 'tanganku', 'lebih', 'hitam', 'darimu', 'iya', 'ya', 'tangan', 'om', 'ojek', 'timpalnya']",Negative
402,@BalqisSofea12 @NurayNurot @MonangDjihado @hasanmalayu @aryantoro_h @Paijokoplax1 @tslmndr @RahmanurY @islamdunkz @ZulchairilHara1 @zainhasanmalayu ngurusin ibukota aja gak becus lg gaya2an mau ngurusin negara,h       ngurusin ibukota aja gak becus lg gayaan mau ngurusin negara,"['h', 'mengurusi', 'ibukota', 'saja', 'enggak', 'becus', 'lagi', 'gayaan', 'mau', 'mengurusi', 'negara']",Negative
403,"Anies gak tahu kalau orang Singapura mau investasi di Ibukota Nusantara !! 

Selengkapnya: https://t.co/P729rT3DaH https://t.co/GWN359JrSo",anies gak tahu kalau orang singapura mau investasi di ibukota nusantara    selengkapnya,"['anies', 'enggak', 'tahu', 'kalau', 'orang', 'singapura', 'mau', 'investasi', 'di', 'ibukota', 'nusantara', 'selengkapnya']",Negative
404,@8eatr @_plkz penggunaan kalimat pasif itu karena orang Indonesia lebih banyak berfokus ke objek/ objek kegiatan daripada subjek. cth: Transportasi umum seperti kereta banyak digunakan oleh masyarakat ibukota daripada kendaraan pribadi. Konteksnya karena sedang mendiskusikan moda transportasi.,plkz penggunaan kalimat pasif itu karena orang indonesia lebih banyak berfokus ke objek objek kegiatan daripada subjek cth transportasi umum seperti kereta banyak digunakan oleh masyarakat ibukota daripada kendaraan pribadi konteksnya karena sedang mendiskusikan moda transportasi,"['plkz', 'penggunaan', 'kalimat', 'pasif', 'itu', 'karena', 'orang', 'indonesia', 'lebih', 'banyak', 'berfokus', 'ke', 'objek', 'objek', 'kegiatan', 'daripada', 'subjek', 'cth', 'transportasi', 'umum', 'seperti', 'kereta', 'banyak', 'digunakan', 'oleh', 'masyarakat', 'ibukota', 'daripada', 'kendaraan', 'pribadi', 'konteksnya', 'karena', 'sedang', 'mendiskusikan', 'moda', 'transportasi']",Negative
405,@noriba01 Anak buah nun jauh disana jadi sasaran tembak bapak buah di ibukota malah gabut dan maen tonil 😠,anak buah nun jauh disana jadi sasaran tembak bapak buah di ibukota malah gabut dan maen tonil 😠,"['anak', 'buah', 'nun', 'jauh', 'disana', 'jadi', 'sasaran', 'tembak', 'bapak', 'buah', 'di', 'ibukota', 'malah', 'gabut', 'dan', 'main', 'tonil', ' angryface ']",Negative
406,"Soft Honey Butter (@ TOUS les JOURS Café in Kecamatan Tanah Abang, Daerah Khusus Ibukota Jakarta) https://t.co/1zb1i5Lnt0 https://t.co/u22ynz6R0S",soft honey butter  tous les jours café in kecamatan tanah abang daerah khusus ibukota jakarta,"['soft', 'honey', 'butter', 'tous', 'les', 'jours', 'café', 'ini', 'kecamatan', 'tanah', 'abang', 'daerah', 'khusus', 'ibukota', 'jakarta']",Neutral
407,Day6 as anak geng motor ibukota https://t.co/fuIeLUpBp6,day as anak geng motor ibukota,"['day', 'as', 'anak', 'geng', 'motor', 'ibukota']",Neutral
408,@Dennysiregar7 @NasDem aku ngak perlu ibukota baru yang dibutuhkan oleh negeri ini kepala yg baru penuh dengan konsep utk mengwujudkan cita-cita negeri ini dan berharap jangan banyak janji-janji palsu...dan jangan sampai ijasahpun palsu,aku ngak perlu ibukota baru yang dibutuhkan oleh negeri ini kepala yg baru penuh dengan konsep utk mengwujudkan citacita negeri ini dan berharap jangan banyak janjijanji palsudan jangan sampai ijasahpun palsu,"['aku', 'enggak', 'perlu', 'ibukota', 'baru', 'yang', 'dibutuhkan', 'oleh', 'negeri', 'ini', 'kepala', 'yang', 'baru', 'penuh', 'dengan', 'konsep', 'untuk', 'mengwujudkan', 'citacita', 'negeri', 'ini', 'dan', 'berharap', 'jangan', 'banyak', 'janjijanji', 'palsudan', 'jangan', 'sampai', 'ijasahpun', 'palsu']",Negative
409,"@ndagels gausah jauh2 kabupaten, di ibukota pun ada dan banyak. Makin kesini makin ketemu orang tua yg gak siap jd orng tua. yg ada krka malah ngerepotin keluarga, pemerintah dan kasian si anak tentunya. Gak kebayang gmna nasip si anak nantinya, semoga sehat selalu 😫🥺😭",gausah jauh kabupaten di ibukota pun ada dan banyak makin kesini makin ketemu orang tua yg gak siap jd orng tua yg ada krka malah ngerepotin keluarga pemerintah dan kasian si anak tentunya gak kebayang gmna nasip si anak nantinya semoga sehat selalu 😫🥺😭,"['enggak usah', 'jauh', 'kabupaten', 'di', 'ibukota', 'pun', 'ada', 'dan', 'banyak', 'makin', 'kesini', 'makin', 'ketemu', 'orang', 'tua', 'yang', 'enggak', 'siap', 'jadi', 'orang', 'tua', 'yang', 'ada', 'krka', 'malah', 'ngerepotin', 'keluarga', 'pemerintah', 'dan', 'kasihan', 'sih', 'anak', 'tentunya', 'enggak', 'terbayang', 'bagaimana', 'nasip', 'sih', 'anak', 'nantinya', 'semoga', 'sehat', 'selalu', ' tiredface  pleadingface  loudlycryingface ']",Negative
410,@ruhutsitompul Emang semua orang Indonesia asli setuju dengan pemindahan ibukota Lae...??? 🤔😜,emang semua orang indonesia asli setuju dengan pemindahan ibukota lae 🤔😜,"['memang', 'semua', 'orang', 'indonesia', 'asli', 'setuju', 'dengan', 'pemindahan', 'ibukota', 'lae', ' thinkingface  winkingfacewithtongue ']",Negative
411,Arsenal sedang tak terkalahkan saat derby London. The Gunners bahkan lebih bagus lagi saat melakukan laga tandang ke markas sesama tim asal ibukota Inggris.  https://t.co/9jV38dH4kK,arsenal sedang tak terkalahkan saat derby london the gunners bahkan lebih bagus lagi saat melakukan laga tandang ke markas sesama tim asal ibukota inggris,"['arsenal', 'sedang', 'tak', 'terkalahkan', 'saat', 'derby', 'london', 'the', 'gunners', 'bahkan', 'lebih', 'bagus', 'lagi', 'saat', 'melakukan', 'laga', 'tandang', 'ke', 'markas', 'sesama', 'tim', 'asal', 'ibukota', 'inggris']",Negative
412,@CarolinSiagian Ada biaya bukan buat ibukota tapi malah digarong orang2 demokrat...Mau sih banyak maunya tapi tak mampu merielkan maunya.Nanti Jokowi bikin makmur rakyat sby akan pidato :sebenarya saya dulu pernah mau bikin makmur rakyat cuma tak tahu caranya...,ada biaya bukan buat ibukota tapi malah digarong orang demokratmau sih banyak maunya tapi tak mampu merielkan maunyananti jokowi bikin makmur rakyat sby akan pidato sebenarya saya dulu pernah mau bikin makmur rakyat cuma tak tahu caranya,"['ada', 'biaya', 'bukan', 'buat', 'ibukota', 'tapi', 'malah', 'digarong', 'orang', 'demokratmau', 'sih', 'banyak', 'maunya', 'tapi', 'tak', 'mampu', 'merielkan', 'maunyananti', 'jokowi', 'bikin', 'makmur', 'rakyat', 'surabaya', 'akan', 'pidato', 'sebenarya', 'saya', 'dulu', 'pernah', 'mau', 'bikin', 'makmur', 'rakyat', 'cuma', 'tak', 'tahu', 'caranya']",Negative
413,"ketika aku di rumah seharian glundang glundung+makan, suamiku di ibukota lagi kerja+puasa. sungguh sangat melengkapi🤲🏻",ketika aku di rumah seharian glundang glundungmakan suamiku di ibukota lagi kerjapuasa sungguh sangat melengkapi🤲🏻,"['ketika', 'aku', 'di', 'rumah', 'seharian', 'glundang', 'glundungmakan', 'suamiku', 'di', 'ibukota', 'lagi', 'kerjapuasa', 'sungguh', 'sangat', 'melengkapi palmsuptogetherlightskintone ']",Negative
414,@focatlors @okfkotsu Ibukota jawak selatan apa 🗿,ibukota jawak selatan apa 🗿,"['ibukota', 'jawak', 'selatan', 'apa', ' moai ']",Negative
415,Arsenal sedang tak terkalahkan saat derby London. The Gunners bahkan lebih bagus lagi saat melakukan laga tandang ke markas sesama tim asal ibukota Inggris.  https://t.co/X5qr1teoOF,arsenal sedang tak terkalahkan saat derby london the gunners bahkan lebih bagus lagi saat melakukan laga tandang ke markas sesama tim asal ibukota inggris,"['arsenal', 'sedang', 'tak', 'terkalahkan', 'saat', 'derby', 'london', 'the', 'gunners', 'bahkan', 'lebih', 'bagus', 'lagi', 'saat', 'melakukan', 'laga', 'tandang', 'ke', 'markas', 'sesama', 'tim', 'asal', 'ibukota', 'inggris']",Negative
416,...jadwale wes fix di ibukota,jadwale wes fix di ibukota,"['jadwale', 'wes', 'fix', 'di', 'ibukota']",Neutral
417,"️
️

️
️
O2  :  PERIHAL PRESENSI.

Cerita disini mengisahkan tentang seorang nona dengan jenama Rona Anyelir dengan noktah-noktah hidup sebagai sulung di Ibukota. Seorang wartawan di bawah naungan Surat Kabar Koran Jakarta.
️
️

️
️",️ ️  ️ ️ o    perihal presensi  cerita disini mengisahkan tentang seorang nona dengan jenama rona anyelir dengan noktahnoktah hidup sebagai sulung di ibukota seorang wartawan di bawah naungan surat kabar koran jakarta ️ ️  ️ ️,"['️', '️', '️', '️', 'o', 'perihal', 'presensi', 'cerita', 'disini', 'mengisahkan', 'tentang', 'seorang', 'nona', 'dengan', 'jenama', 'rona', 'anyelir', 'dengan', 'noktahnoktah', 'hidup', 'sebagai', 'sulung', 'di', 'ibukota', 'seorang', 'wartawan', 'di', 'bawah', 'naungan', 'surat', 'kabar', 'koran', 'jakarta', '️', '️', '️', '️']",Neutral
418,"Korupsinya vulgar, Presidennya lucu dan komitmen politiknya gak ada. 

Militarisasi yg dilakukan AMLO justru makin jauh merambah ruang sipil, dari konglomerasi industri smp pengamanan metro Ibukota. Aneh Aneh aja. 

Titik terang Meksiko hanya karena mereka cuma bisa satu periode.",korupsinya vulgar presidennya lucu dan komitmen politiknya gak ada   militarisasi yg dilakukan amlo justru makin jauh merambah ruang sipil dari konglomerasi industri smp pengamanan metro ibukota aneh aneh aja   titik terang meksiko hanya karena mereka cuma bisa satu periode,"['korupsinya', 'vulgar', 'presidennya', 'lucu', 'dan', 'komitmen', 'politiknya', 'enggak', 'ada', 'militarisasi', 'yang', 'dilakukan', 'amlo', 'justru', 'makin', 'jauh', 'merambah', 'ruang', 'sipil', 'dari', 'konglomerasi', 'industri', 'sampai', 'pengamanan', 'metro', 'ibukota', 'aneh', 'aneh', 'saja', 'titik', 'terang', 'meksiko', 'hanya', 'karena', 'mereka', 'cuma', 'bisa', 'satu', 'periode']",Negative
419,Menetap di ibukota berawal dari kru sutingan lalu mulai membuka bisnis agomo dan terapist rohani @ethaskate https://t.co/5PDyieDkOx,menetap di ibukota berawal dari kru sutingan lalu mulai membuka bisnis agomo dan terapist rohani,"['menetap', 'di', 'ibukota', 'berawal', 'dari', 'kru', 'sutingan', 'lalu', 'mulai', 'membuka', 'bisnis', 'agomo', 'dan', 'terapist', 'rohani']",Neutral
420,"Kontraktor Rumah Wates Kulon Progo Terbaik. Kecamatan Wates juga menjadi ibukota dari kabupaten Kulon Progo, sementara ibu kota kecamatan... https://t.co/o8hAcU7YaL",kontraktor rumah wates kulon progo terbaik kecamatan wates juga menjadi ibukota dari kabupaten kulon progo sementara ibu kota kecamatan,"['kontraktor', 'rumah', 'wates', 'kulon', 'progo', 'terbaik', 'kecamatan', 'wates', 'juga', 'menjadi', 'ibukota', 'dari', 'kabupaten', 'kulon', 'progo', 'sementara', 'ibu', 'kota', 'kecamatan']",Positive
421,@CarolinSiagian Ngurus Hambalang aja mangkrak....gimana mau pindah ibukota.....??,ngurus hambalang aja mangkrakgimana mau pindah ibukota,"['mengurus', 'hambalang', 'saja', 'mangkrakgimana', 'mau', 'pindah', 'ibukota']",Negative
422,"@CarolinSiagian Ingin ketawa aku po
Mbangun wisma atlit aja yg di Jawa cuman kecil aja Mangkrak , 
apalagi ibukota 
Aduuuh PO PO
Diluar kapasitas anda 
Diluar kemampuan anda .
Jangan tunjukno Ketidak mampuanmu 
di publik
Pada ketawa tuh",ingin ketawa aku po mbangun wisma atlit aja yg di jawa cuman kecil aja mangkrak   apalagi ibukota  aduuuh po po diluar kapasitas anda  diluar kemampuan anda  jangan tunjukno ketidak mampuanmu  di publik pada ketawa tuh,"['ingin', 'ketawa', 'aku', 'po', 'mbangun', 'wisma', 'atlit', 'saja', 'yang', 'di', 'jawa', 'cuman', 'kecil', 'saja', 'mangkrak', 'apalagi', 'ibukota', 'aduh', 'po', 'po', 'diluar', 'kapasitas', 'anda', 'diluar', 'kemampuan', 'anda', 'jangan', 'tunjukno', 'ketidak', 'mampuanmu', 'di', 'publik', 'pada', 'ketawa', 'tuh']",Negative
423,"IKN adalah kota pintar, kota masa depan yang berbasis khusus hutan dan alam yang belum ada di dunia. Tolong dicarikan belum ada, ini yang nanti menjadi diperiansi ibukota kita dengan ibukota negara-negara lain https://t.co/ykNyQD9fyh",ikn adalah kota pintar kota masa depan yang berbasis khusus hutan dan alam yang belum ada di dunia tolong dicarikan belum ada ini yang nanti menjadi diperiansi ibukota kita dengan ibukota negaranegara lain,"['ikn', 'adalah', 'kota', 'pintar', 'kota', 'masa', 'depan', 'yang', 'berbasis', 'khusus', 'hutan', 'dan', 'alam', 'yang', 'belum', 'ada', 'di', 'dunia', 'tolong', 'dicarikan', 'belum', 'ada', 'ini', 'yang', 'nanti', 'menjadi', 'diperiansi', 'ibukota', 'kita', 'dengan', 'ibukota', 'negaranegara', 'lain']",Neutral
424,"@deacon09719930 @RafsAkbar lebih lagi penyelesaiannya malah dengan memindahkan ibukota, tambah tdk manuk akal",lebih lagi penyelesaiannya malah dengan memindahkan ibukota tambah tdk manuk akal,"['lebih', 'lagi', 'penyelesaiannya', 'malah', 'dengan', 'memindahkan', 'ibukota', 'tambah', 'tidak', 'manuk', 'akal']",Negative
425,@OposisiCerdas Iyalah...ratusan trilyun cm buat..ibukota ditengah hutan dlm kondisi ekonomi Morat Marit..orang oon aja yg mau lanjutin..,iyalahratusan trilyun cm buatibukota ditengah hutan dlm kondisi ekonomi morat maritorang oon aja yg mau lanjutin,"['iyalahratusan', 'trilyun', 'cuma', 'buatibukota', 'ditengah', 'hutan', 'dalam', 'kondisi', 'ekonomi', 'morat', 'maritorang', 'oon', 'saja', 'yang', 'mau', 'lanjutkan']",Negative
426,@CarolinSiagian Sby di denger...hambalang aja gatot.....mau pindah ibukota....heloooo...🙄🙄🙄,sby di dengerhambalang aja gatotmau pindah ibukotaheloooo🙄🙄🙄,"['surabaya', 'di', 'dengerhambalang', 'saja', 'gatotmau', 'pindah', 'ibukotahelo facewithrollingeyes  facewithrollingeyes  facewithrollingeyes ']",Negative
427,"“mohon maaf tugas gubernur bukan hanya di bandung”. bandung kan ibukota provinsi jabar, ibukotanya aja acak2an kayak gini gak keurus apalagi daerah2 yg lain. #sugantehpinter wkwkw",“mohon maaf tugas gubernur bukan hanya di bandung” bandung kan ibukota provinsi jabar ibukotanya aja acakan kayak gini gak keurus apalagi daerah yg lain  wkwkw,"['“', 'mohon', 'maaf', 'tugas', 'gubernur', 'bukan', 'hanya', 'di', 'bandung', '”', 'bandung', 'kan', 'ibukota', 'provinsi', 'jabar', 'ibukotanya', 'saja', 'acakan', 'kayak', 'begini', 'enggak', 'keurus', 'apalagi', 'daerah', 'yang', 'lain', 'wkwkw']",Negative
428,"Pemindahan Ibukota Negara Bentuk Pemerataan Pembangunan
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/B51DyEjY6Y",pemindahan ibukota negara bentuk pemerataan pembangunan,"['pemindahan', 'ibukota', 'negara', 'bentuk', 'pemerataan', 'pembangunan']",Neutral
429,"@segamidun Aku maunya kayak dirimu aja, jadi artes ibukota",aku maunya kayak dirimu aja jadi artes ibukota,"['aku', 'maunya', 'kayak', 'dirimu', 'saja', 'jadi', 'artes', 'ibukota']",Negative
430,"Rencana Detail Tata Ruang Wilayah Perencanaan Provinsi Daerah Khusus Ibukota Jakarta
https://t.co/YByYy3hG8Q",rencana detail tata ruang wilayah perencanaan provinsi daerah khusus ibukota jakarta,"['rencana', 'detail', 'tata', 'ruang', 'wilayah', 'perencanaan', 'provinsi', 'daerah', 'khusus', 'ibukota', 'jakarta']",Neutral
431,@ArisDwiPradipta selametan ngundang idol ibukota ga,selametan ngundang idol ibukota ga,"['selametan', 'ngundang', 'idol', 'ibukota', 'enggak']",Negative
432,"anjay 2024 ibukota ganti, tempat tinggal jg ganti cuy. bye depok bye jogja",anjay  ibukota ganti tempat tinggal jg ganti cuy bye depok bye jogja,"['anjay', 'ibukota', 'ganti', 'tempat', 'tinggal', 'juga', 'ganti', 'cuy', 'bye', 'depok', 'bye', 'jogja']",Neutral
433,"@RajaJuliAntoni Nice.

Mudah2an jgn di ibukota saja Pak.",nice  mudahan jgn di ibukota saja pak,"['nice', 'mudahan', 'jangan', 'di', 'ibukota', 'saja', 'pak']",Negative
434,"Olahan singkong seperti Cenil, Gethuk, Sawut, Tiwul dan sejenisnya kini mulai sulit ditemukan di ibukota.  Namun lewat jajanan pasar inilah, Mbak Mut menyandarkan perekonomian keluarga sejak 7 tahun lalu.",olahan singkong seperti cenil gethuk sawut tiwul dan sejenisnya kini mulai sulit ditemukan di ibukota  namun lewat jajanan pasar inilah mbak mut menyandarkan perekonomian keluarga sejak  tahun lalu,"['olahan', 'singkong', 'seperti', 'cenil', 'gethuk', 'sawut', 'tiwul', 'dan', 'sejenisnya', 'kini', 'mulai', 'sulit', 'ditemukan', 'di', 'ibukota', 'namun', 'lewat', 'jajanan', 'pasar', 'inilah', 'mbak', 'mut', 'menyandarkan', 'perekonomian', 'keluarga', 'sejak', 'tahun', 'lalu']",Neutral
435,"@CarolinSiagian Yaiyalah namanya juga mindahin ibukota negara, yg murah itu pindahan rumah",yaiyalah namanya juga mindahin ibukota negara yg murah itu pindahan rumah,"['yaiyalah', 'namanya', 'juga', 'mindahin', 'ibukota', 'negara', 'yang', 'murah', 'itu', 'pindahan', 'rumah']",Negative
436,"@opiik_piss @Kucing15681255 Apa urgensi pindah ibukota, pipis?

Jadi lo nggak bisa bedain kritik dengan menjelekkan?

Sekolah dulu biar pinter, pipis.",piss  apa urgensi pindah ibukota pipis  jadi lo nggak bisa bedain kritik dengan menjelekkan  sekolah dulu biar pinter pipis,"['pis', 'apa', 'urgensi', 'pindah', 'ibukota', 'pipis', 'jadi', 'lo', 'enggak', 'bisa', 'membedakan', 'kritik', 'dengan', 'menjelekkan', 'sekolah', 'dulu', 'biar', 'pintar', 'pipis']",Negative
437,"Ikn memang yang layak menggantikan jakarta sebagai ibukota. 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/1ieYZOWSkK",ikn memang yang layak menggantikan jakarta sebagai ibukota,"['ikn', 'memang', 'yang', 'layak', 'menggantikan', 'jakarta', 'sebagai', 'ibukota']",Negative
438,"Pemindahan Ibukota Negara Bentuk Pemerataan Pembangunan
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/oocUazBiLq",pemindahan ibukota negara bentuk pemerataan pembangunan,"['pemindahan', 'ibukota', 'negara', 'bentuk', 'pemerataan', 'pembangunan']",Neutral
439,"@lucky_hafner Sok tahu ini pengamat sebut pemindahan Ibukota ke IKN bukan kemauan rakyat, catat: tanpa kemauan rakyat tak akan terjadi perpindahan Ibukota",hafner sok tahu ini pengamat sebut pemindahan ibukota ke ikn bukan kemauan rakyat catat tanpa kemauan rakyat tak akan terjadi perpindahan ibukota,"['hafner', 'sok', 'tahu', 'ini', 'pengamat', 'sebut', 'pemindahan', 'ibukota', 'ke', 'ikn', 'bukan', 'kemauan', 'rakyat', 'catat', 'tanpa', 'kemauan', 'rakyat', 'tak', 'akan', 'terjadi', 'perpindahan', 'ibukota']",Negative
440,@vehementz @illidescene Gila ganteng ibukota hitz kita,gila ganteng ibukota hitz kita,"['gila', 'ganteng', 'ibukota', 'hitz', 'kita']",Negative
441,Partai Sekitar Ibukota 😀😀😀,partai sekitar ibukota 😀😀😀,"['partai', 'sekitar', 'ibukota', ' grinningface  grinningface  grinningface ']",Negative
442,"@Barrett_M82Ax @ndagels Kota Besar Kota Kecil ga jaminan sekarang Kak klo perhatian dan didikan keluarga Kurang, ini Aku dom malah di Ibukota Jabar, Kurang Besar gimana lg coba 😅",max  kota besar kota kecil ga jaminan sekarang kak klo perhatian dan didikan keluarga kurang ini aku dom malah di ibukota jabar kurang besar gimana lg coba 😅,"['max', 'kota', 'besar', 'kota', 'kecil', 'enggak', 'jaminan', 'sekarang', 'kak', 'kalo', 'perhatian', 'dan', 'didikan', 'keluarga', 'kurang', 'ini', 'aku', 'dom', 'malah', 'di', 'ibukota', 'jabar', 'kurang', 'besar', 'bagaimana', 'lagi', 'coba', ' grinningfacewithsweat ']",Negative
443,"perdana dulu pake TJ koridor 1: pegangan bus meleyot, perpindahan transmisi busnya gak enak. So far, akhirnya beberapa kali memilih moda ini buat bermobilitas di ibukota, walaupun penuh sesak.. Lebih baik daripada di balik setir dan kena macet.",perdana dulu pake tj koridor  pegangan bus meleyot perpindahan transmisi busnya gak enak so far akhirnya beberapa kali memilih moda ini buat bermobilitas di ibukota walaupun penuh sesak lebih baik daripada di balik setir dan kena macet,"['perdana', 'dulu', 'pakai', 'tj', 'koridor', 'pegangan', 'bus', 'meleyot', 'perpindahan', 'transmisi', 'busnya', 'enggak', 'enak', 'sok', 'far', 'akhirnya', 'beberapa', 'kali', 'memilih', 'moda', 'ini', 'buat', 'bermobilitas', 'di', 'ibukota', 'walaupun', 'penuh', 'sesak', 'lebih', 'baik', 'daripada', 'di', 'balik', 'setir', 'dan', 'kena', 'macet']",Positive
